Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
869688,1.0,,,Westech Capital Corp,,,,,869688.0,,,,,,,,,,1890000.0,0.0,,,,,,,,,,Securities and Commodity Contracts Intermediation and Brokerage,,,,,,,
869688,,,,,,,,,,,,,,,,,,,13610000.0,,,,,,,,,,,,,,,,,,
1472866,1.0,557000.0,,Microbix Biosystems Inc,70000.0,2119000.0,161000.0,,1472866.0,2119000.0,2119000.0,-39000.0,,2826000.0,,-6464000.0,,,24220000.0,0.0,,1518000.0,603000.0,2721000.0,2119000.0,70000.0,553000.0,,,Scientific Research and Development Services,2119000.0,0.06145,-212000.0,557000.0,,345000.0,
1472866,,557000.0,,,70000.0,2119000.0,161000.0,,,2119000.0,2119000.0,-39000.0,,2826000.0,,-6464000.0,,,23540000.0,,,1518000.0,603000.0,2721000.0,2119000.0,70000.0,553000.0,,,,2119000.0,0.06145,-212000.0,557000.0,,345000.0,
1092099,0.0,,,Civitas Bankgroup Inc,,43877000.0,,,1092099.0,45473000.0,43877000.0,,,,,9749000.0,,,,1.0,,,666405000.0,711878000.0,43877000.0,521000.0,,,,Depository Credit Intermediation,43877000.0,2.83109,,,,17500000.0,
1092099,,,,,,43877000.0,,,,45473000.0,43877000.0,,,,,9749000.0,,,,,,,666405000.0,711878000.0,43877000.0,521000.0,,,,,43877000.0,2.83109,,,,17500000.0,
1093677,0.0,113000.0,,Worldstar Energy Corp,-2000.0,206000.0,2000.0,,1093677.0,218000.0,206000.0,,,0.0,,-901000.0,0.0,,440000.0,1.0,,283000.0,224000.0,441000.0,206000.0,-367000.0,122000.0,,,Other Investment Pools and Funds,206000.0,0.47184,23000.0,113000.0,,136000.0,
1093677,,0.0,,,-117000.0,135000.0,2000.0,,,135000.0,135000.0,,,0.0,,-260000.0,4000.0,,380000.0,,,132000.0,8000.0,142000.0,135000.0,641000.0,8000.0,,,,135000.0,1.15671,0.0,0.0,,0.0,
1040227,0.0,0.0,,Global 8 Environmental Technologies Inc,-824000.0,-4714000.0,,,1040227.0,-2714000.0,-4714000.0,,,0.0,,-7173000.0,1448000.0,,2890000.0,1.0,,102000.0,4815000.0,2102000.0,-4714000.0,-5162000.0,2049000.0,,,Waste Treatment and Disposal,-4714000.0,-0.32837,3201000.0,0.0,,3201000.0,
1040227,,0.0,,,-824000.0,-4714000.0,,,,-2714000.0,-4714000.0,,,0.0,,-7173000.0,1448000.0,,1970000.0,,,102000.0,4815000.0,2102000.0,-4714000.0,-5162000.0,2049000.0,,,,-4714000.0,-0.32837,3201000.0,0.0,,3201000.0,
789868,0.0,,,Feihe International Inc,,,,,789868.0,,,,,,,,,,370000.0,1.0,,,,,,,,,,Dairy Product Manufacturing,,,,,,,
789868,,,,,,,,,,,,,,,,,,,54790000.0,,,,,,,,,,,,,,,,,,
1005356,0.0,,,Advanced ID Corp,1000.0,,,,1005356.0,,,-22000.0,,536000.0,,,-17000.0,,4730000.0,1.0,,,,,,-67000.0,,,,Semiconductor and Other Electronic Component Manufacturing,,,,,,,
1005356,,33000.0,,,-89000.0,-233000.0,,,,-233000.0,-233000.0,-6000.0,,650000.0,,-794000.0,-36000.0,,35040000.0,,,132000.0,372000.0,136000.0,-233000.0,-75000.0,372000.0,,,,-233000.0,-0.00666,260000.0,33000.0,,293000.0,
1085203,0.0,,,Rocketinfo Inc,,,,,1085203.0,,,,,,,,,,17760000.0,1.0,,,,,,,,,,Software Publishers,,,,,,,
1085203,,,,,,,,,,,,,,,,,,,4260000.0,,,,,,,,,,,,,,,,,,
885568,,77981000.0,,Old Dominion Electric Cooperative,44895000.0,225936000.0,53078000.0,,885568.0,225936000.0,225936000.0,,,,,,,,,,,171824000.0,1028997000.0,1254933000.0,225936000.0,8440000.0,152873000.0,,,"Electric Power Generation, Transmission and Distribution",225936000.0,225.936,587178000.0,,,665159000.0,
885568,,67829000.0,,,43983000.0,224623000.0,23765000.0,,,224623000.0,224623000.0,,,,,,,,,,,136016000.0,1205436000.0,1430059000.0,224623000.0,9996000.0,195756000.0,,,,224623000.0,224.623,694766000.0,,,762595000.0,
71633,,,,New York Life Insurance Co,,,,,71633.0,,,,,,,,,,,,,,,,,,,,,Insurance Carriers,,,,,,,
71633,,,,,,,,,1131381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094810,1.0,,,MutualFirst Financial Inc,,109745000.0,,,1094810.0,109745000.0,109745000.0,,,,,55196000.0,,,119410000.0,0.0,,,659585000.0,769327000.0,109745000.0,8080000.0,,,,Depository Credit Intermediation,109745000.0,16.39492,,,,3259000.0,
1094810,,,,,,96717000.0,,,,96717000.0,96717000.0,,,,,61780000.0,,,132230000.0,,,,679081000.0,775797000.0,96717000.0,8480000.0,,,,,96717000.0,17.51152,,,,2884000.0,
1080759,0.0,,,Great China Mining Inc,,,,,1080759.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1165921,0.0,85000.0,,Law Enforcement Associates Corp,445000.0,693000.0,,,1165921.0,693000.0,693000.0,-103000.0,,5097000.0,,480000.0,,,7960000.0,1.0,,1353000.0,759000.0,1450000.0,693000.0,258000.0,738000.0,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",693000.0,0.03677,148000.0,85000.0,,233000.0,
1165921,,968000.0,,,1209000.0,1412000.0,,,,1412000.0,1412000.0,-49000.0,,5951000.0,,1004000.0,,,5570000.0,,,2189000.0,840000.0,2252000.0,1412000.0,723000.0,832000.0,,,,1412000.0,0.07124,-943000.0,968000.0,,25000.0,
1099215,1.0,,,Protalex Inc,,,,,1099215.0,,,,,,,,,,23750000.0,0.0,,,,,,,,,,Pharmaceutical and Medicine Manufacturing,,,,,,,
1099215,,,,,,,,,,,,,,,,,,,28160000.0,,,,,,,,,,,,,,,,,,
948368,1.0,,,PSB Holdings Inc,,,,,948368.0,,,,,,,,,,34350000.0,0.0,,,,,,,,,,Depository Credit Intermediation,,,,,,,
948368,,,,,,28605000.0,,,,29302000.0,28605000.0,,,,,21607000.0,,,48500000.0,,,,342163000.0,371468000.0,28605000.0,4365000.0,,,,,28605000.0,5.45037,,,,3302000.0,
1095858,1.0,23282000.0,,ERBA Diagnostics Inc,-3874000.0,29921000.0,255000.0,,1095858.0,36799000.0,29921000.0,-243000.0,,10299000.0,,-5597000.0,,,48700000.0,0.0,,30761000.0,3347000.0,40146000.0,29921000.0,-3509000.0,2949000.0,,,Pharmaceutical and Medicine Manufacturing,29921000.0,1.04489,-23282000.0,,,0.0,
1095858,,15942000.0,,,-3499000.0,26602000.0,0.0,,,33396000.0,26602000.0,641000.0,,13841000.0,,-8426000.0,,,133570000.0,,,27178000.0,4027000.0,37422000.0,26602000.0,-2830000.0,3657000.0,,,,26602000.0,0.96667,-15942000.0,,,0.0,
1518419,1.0,3483378.0,,Quarterhill Inc,-31834469.0,-4575042.0,4524023.0,,1518419.0,9862750.0,-4575042.0,-1455171.0,,16112123.0,,-83070970.0,,,51630000.0,0.0,,12709638.0,22896613.0,32759363.0,-4575042.0,-28711047.0,4107905.0,,,Other Financial Investment Activities,-4575042.0,-0.15695,-3056533.0,3483378.0,,426844.0,
1518419,,20889307.0,,,-2951489.0,21327518.0,845562.0,,,26444272.0,21327518.0,1147300.0,,18632880.0,,-107925685.0,,,157360000.0,,,27062922.0,7432144.0,33876416.0,21327518.0,-3194961.0,5374525.0,,,,21327518.0,0.555701,-20816525.0,20889307.0,,72782.0,
1016466,,25925000.0,,Majestic Star Casino LLC,14619000.0,-49874000.0,8823000.0,,1016466.0,-19981000.0,-49874000.0,36000.0,,,,,637000.0,,,,,33241000.0,311058000.0,291076000.0,-49874000.0,-1551000.0,37161000.0,,,Gambling Industries,-49874000.0,-49.874,254629000.0,,,280554000.0,
