Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
869688,1.0,,,Westech Capital Corp,,,,,869688.0,,,,,,,,,,17410000.0,0.0,,,,,,,,,,Securities and Commodity Contracts Intermediation and Brokerage,,,,,,,
869688,,,,,,,,,,,,,,,,,,,6330000.0,,,,,,,,,,,,,,,,,,
1472866,1.0,222000.0,,Microbix Biosystems Inc,-4641000.0,1748000.0,333000.0,,1472866.0,1748000.0,1748000.0,2640000.0,,1597000.0,,-6325000.0,,,19660000.0,0.0,,1088000.0,976000.0,2723000.0,1748000.0,-4641000.0,526000.0,,,Scientific Research and Development Services,1748000.0,0.0519,378000.0,222000.0,,600000.0,
1472866,,694000.0,,,241000.0,2049000.0,180000.0,,,2049000.0,2049000.0,20000.0,,2988000.0,,-6534000.0,,,13090000.0,,,1627000.0,909000.0,2957000.0,2049000.0,241000.0,759000.0,,,,2049000.0,0.05942,-139000.0,694000.0,,555000.0,
1092099,0.0,,,Civitas Bankgroup Inc,,32731000.0,,,1092099.0,35275000.0,32731000.0,,,,,7194000.0,,,,1.0,,,490284000.0,525559000.0,32731000.0,3511000.0,,,,Depository Credit Intermediation,32731000.0,2.36866,,,,9730000.0,
1092099,,,,,,36914000.0,,,,39476000.0,36914000.0,,,,,10682000.0,,,,,,,603981000.0,643457000.0,36914000.0,4161000.0,,,,,36914000.0,2.65742,,,,26324000.0,
1093677,0.0,11000.0,,Worldstar Energy Corp,168000.0,2000.0,42000.0,,1093677.0,46000.0,2000.0,-2000.0,,611000.0,,0.0,24000.0,,8070000.0,1.0,,69000.0,124000.0,172000.0,2000.0,158000.0,52000.0,,,Other Investment Pools and Funds,2000.0,0.00286,73000.0,11000.0,,84000.0,
1093677,,40000.0,,,-537000.0,74000.0,74000.0,,,94000.0,74000.0,-18000.0,,897000.0,,-533000.0,93000.0,,620000.0,,,142000.0,195000.0,289000.0,74000.0,-533000.0,195000.0,,,,74000.0,0.20512,98000.0,40000.0,,138000.0,
1040227,0.0,0.0,,Global 8 Environmental Technologies Inc,-3000.0,15000.0,0.0,,1040227.0,26000.0,15000.0,,,0.0,,-1349000.0,0.0,,65750000.0,1.0,,1000.0,27000.0,53000.0,15000.0,-4000.0,27000.0,,,Waste Treatment and Disposal,15000.0,0.00114,26000.0,0.0,,26000.0,
1040227,,3000.0,,,-471000.0,-2886000.0,250000.0,,,-636000.0,-2886000.0,,,0.0,,-2011000.0,153000.0,,115070000.0,,,3000.0,2889000.0,2253000.0,-2886000.0,-658000.0,261000.0,,,,-2886000.0,-0.21946,2733000.0,3000.0,,2736000.0,
789868,0.0,,,Feihe International Inc,,,,,789868.0,,,,,,,,,,,1.0,,,,,,,,,,Dairy Product Manufacturing,,,,,,,
789868,,,,,,,,,,,,,,,,,,,370000.0,,,,,,,,,,,,,,,,,,
1005356,0.0,,,Advanced ID Corp,,,,,1005356.0,,,,,,,,,,180000.0,1.0,,,,,,,,,,Semiconductor and Other Electronic Component Manufacturing,,,,,,,
1005356,,,,,,,,,,,,,,,,,,,180000.0,,,,,,,,,,,,,,,,,,
1085203,0.0,,,Rocketinfo Inc,,,,,1085203.0,,,,,,,,,,,1.0,,,,,,,,,,Software Publishers,,,,,,,
885568,,,,Old Dominion Electric Cooperative,,,,,885568.0,,,,,,,,,,,,,,,,,,,,,"Electric Power Generation, Transmission and Distribution",,,,,,,
885568,,20259000.0,,,44696000.0,224342000.0,94257000.0,,,224342000.0,224342000.0,,,,,,,,,,,94148000.0,786230000.0,1010572000.0,224342000.0,8229000.0,87340000.0,,,,224342000.0,224.342,460052000.0,,,480311000.0,
71633,,,,New York Life Insurance Co,,,,,71633.0,,,,,,,,,,,,,,,,,,,,,Insurance Carriers,,,,,,,
71633,,,,,,,,,1131381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094810,1.0,,,MutualFirst Financial Inc,,95245000.0,,,1094810.0,96712000.0,95245000.0,,,,,44648000.0,,,85840000.0,0.0,,,447809000.0,544524000.0,95245000.0,846000.0,,,,Depository Credit Intermediation,95245000.0,16.36622,,,,2608000.0,
1094810,,,,,,128692000.0,,,,129942000.0,128692000.0,,,,,49381000.0,,,103210000.0,,,,640427000.0,770368000.0,128692000.0,6235000.0,,,,,128692000.0,15.35805,,,,3640000.0,
1080759,0.0,,,Great China Mining Inc,,,,,1080759.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1165921,0.0,,,Law Enforcement Associates Corp,,,,,1165921.0,,,,,,,,,,,1.0,,,,,,,,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",,,,,,,
1165921,,,,,,,,,,,,,,,,,,,54720000.0,,,,,,,,,,,,,,,,,,
1099215,1.0,,,Protalex Inc,,,,,1099215.0,,,,,,,,,,24190000.0,0.0,,,,,,,,,,Pharmaceutical and Medicine Manufacturing,,,,,,,
1099215,,,,,,,,,,,,,,,,,,,36190000.0,,,,,,,,,,,,,,,,,,
948368,1.0,,,PSB Holdings Inc,,,,,948368.0,,,,,,,,,,38470000.0,0.0,,,,,,,,,,Depository Credit Intermediation,,,,,,,
948368,,,,,,,,,,,,,,,,,,,45890000.0,,,,,,,,,,,,,,,,,,
1095858,1.0,1263000.0,,ERBA Diagnostics Inc,161000.0,111000.0,255000.0,,1095858.0,7218000.0,111000.0,-326000.0,,11793000.0,,-2088000.0,,,12930000.0,0.0,,9630000.0,11895000.0,19115000.0,111000.0,-1855000.0,3601000.0,,,Pharmaceutical and Medicine Manufacturing,111000.0,0.00555,-1263000.0,,,0.0,
1095858,,1263000.0,,,161000.0,111000.0,255000.0,,,7218000.0,111000.0,-326000.0,,11793000.0,,-2088000.0,,,99650000.0,,,9630000.0,11895000.0,19115000.0,111000.0,-1855000.0,3601000.0,,,,111000.0,0.00555,-1263000.0,,,0.0,
1518419,1.0,10200008.0,,Quarterhill Inc,-3041059.0,12037547.0,146976.0,,1518419.0,12085849.0,12037547.0,-95534.0,,3956985.0,,-10268720.0,,,207680000.0,0.0,,13909102.0,2425334.0,14511183.0,12037547.0,-3009660.0,2247090.0,,,Other Financial Investment Activities,12037547.0,0.576549,-9850324.0,10200008.0,,349683.0,
1518419,,8259524.0,,,-14177475.0,35513786.0,1415170.0,,,49084083.0,35513786.0,-508131.0,,10860714.0,,-21838363.0,,,110830000.0,,,18630743.0,5698421.0,54782504.0,35513786.0,-12448879.0,5522994.0,,,,35513786.0,1.530453,-8084097.0,8259524.0,,175427.0,
1016466,,,,Majestic Star Casino LLC,8477000.0,,9114000.0,,1016466.0,,,14000.0,,,,,-70000.0,,,,,,,,,-5750000.0,,,,Gambling Industries,,,,,,,
1016466,,25925000.0,,,14619000.0,-49874000.0,8823000.0,,,-19981000.0,-49874000.0,36000.0,,,,,637000.0,,,,,33241000.0,311058000.0,291076000.0,-49874000.0,-1551000.0,37161000.0,,,,-49874000.0,-49.874,254629000.0,,,280554000.0,
1028911,,,,Waterford Gaming LLC,,,,,1028911.0,,,,,,,,,,,,,,,,,,,,,Gambling Industries,,,,,,,
1059744,,,,Hard Rock Hotel Inc,,,,,1059744.0,,,,,,,,,,,,,,,,,,,,,Traveler Accommodation,,,,,,,
1059744,,7979000.0,,,16173000.0,-33573000.0,12138000.0,,,18732000.0,-33573000.0,-161000.0,,,,-41081000.0,-2533000.0,,,,,17925000.0,180281000.0,199013000.0,-33573000.0,-947000.0,21929000.0,,,,-33573000.0,-441.63378,201826000.0,,,157500000.0,
706874,0.0,,,Palmetto Bancshares Inc,,,,,706874.0,,,,,,,,,,,1.0,,,,,,,,,,Depository Credit Intermediation,,,,,,,
1097641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076481,0.0,21617000.0,,Sequenom Inc,-22727000.0,17523000.0,0.0,,1076481.0,17538000.0,17523000.0,-230000.0,,179000.0,,-43505000.0,,,342060000.0,1.0,,23407000.0,12214000.0,29754000.0,17523000.0,-21770000.0,4888000.0,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",17523000.0,22.86941,-14817000.0,,,6785000.0,
1076481,,138424000.0,,,-37203000.0,144939000.0,0.0,,,144939000.0,144939000.0,-2686000.0,,10037000.0,,-76390000.0,,,260050000.0,,,154015000.0,21322000.0,166263000.0,144939000.0,-32886000.0,19495000.0,,,,144939000.0,17.78986,-136390000.0,,,2034000.0,
856710,,0.0,,ACG Holdings Inc,46084000.0,-182170000.0,2619000.0,,856710.0,-109389000.0,-182170000.0,-2676000.0,,554282000.0,,-165485000.0,8611000.0,,,,,82270000.0,413201000.0,303812000.0,-182170000.0,9470000.0,85243000.0,,,Printing and Related Support Activities,-182170000.0,-1270.36262,277344000.0,0.0,,277344000.0,
856710,,0.0,,,53619000.0,-155427000.0,3056000.0,,,-85867000.0,-155427000.0,-1920000.0,,606039000.0,,-141062000.0,-9246000.0,,,,,91055000.0,388069000.0,302202000.0,-155427000.0,24423000.0,75767000.0,,,,-155427000.0,-1083.87029,261706000.0,0.0,,261706000.0,
1057693,0.0,1747000.0,,Natco Group Inc,2189000.0,9431000.0,4681000.0,,1057693.0,28514000.0,9431000.0,2858000.0,,169948000.0,,-8177000.0,-3707000.0,,,1.0,,61230000.0,78316000.0,106830000.0,9431000.0,641000.0,35926000.0,,,"Agriculture, Construction, and Mining Machinery Manufacturing",9431000.0,1.03148,29433000.0,,,31180000.0,
1057693,,1031000.0,,,13006000.0,49645000.0,5111000.0,,,86179000.0,49645000.0,-6647000.0,,224552000.0,,-506000.0,4221000.0,,,,,86480000.0,66947000.0,153126000.0,49645000.0,7671000.0,37399000.0,,,,49645000.0,3.30967,14933000.0,,,15964000.0,
1449579,1.0,98185000.0,,Straits Trading Company Ltd,55799000.0,988128000.0,8512000.0,,1449579.0,988128000.0,988128000.0,-114000.0,,176450000.0,,691128000.0,,,627260000.0,0.0,,179863000.0,752712000.0,1740840000.0,988128000.0,46422000.0,421102000.0,,,Nonferrous Metal (except Aluminum) Production and Processing,988128000.0,3.32703,392663000.0,,,490848000.0,
1449579,,116355000.0,,,51310000.0,1022448000.0,7659000.0,,,1022448000.0,1022448000.0,175000.0,,285498000.0,,666048000.0,,,613010000.0,,,196582000.0,842620000.0,1865068000.0,1022448000.0,52839000.0,85182000.0,,,,1022448000.0,2.86882,650518000.0,,,766543000.0,
1054131,0.0,8063000.0,,Turnstone Systems Inc,51000.0,11876000.0,0.0,,1054131.0,11891000.0,11876000.0,-2939000.0,,27196000.0,,-4981000.0,601000.0,,,1.0,,18040000.0,7366000.0,19257000.0,11876000.0,-232000.0,7071000.0,,,Other Investment Pools and Funds,11876000.0,0.52056,-7559000.0,,,489000.0,
1054131,,265009000.0,,,30366000.0,314795000.0,635000.0,,,320627000.0,314795000.0,-26563000.0,,149365000.0,,17381000.0,7427000.0,,,,,308394000.0,25370000.0,345997000.0,314795000.0,22362000.0,25212000.0,,,,314795000.0,4.79702,-262395000.0,,,2614000.0,
1359514,1.0,965000.0,,Wesdome Gold Mines Ltd,1642000.0,41837000.0,7751000.0,,1359514.0,41837000.0,41837000.0,,,35990000.0,,188000.0,,,39050000.0,0.0,,8119000.0,16978000.0,58815000.0,41837000.0,1592000.0,6324000.0,,,Metal Ore Mining,41837000.0,1.33922,9039000.0,965000.0,,6571000.0,
1359514,,838000.0,,,-7155000.0,34616000.0,7564000.0,,,34616000.0,34616000.0,,,35252000.0,,-7033000.0,,,51020000.0,,,7098000.0,15658000.0,50275000.0,34616000.0,-3403000.0,9832000.0,,,,34616000.0,1.10807,5816000.0,838000.0,,6481000.0,
75677,1.0,10300000.0,,Packaging Corp of America,192230000.0,415167000.0,,,75677.0,519221000.0,415167000.0,-5625000.0,,1317342000.0,,31204000.0,54738000.0,,1710090000.0,0.0,,401486000.0,1633987000.0,2153208000.0,415167000.0,40500000.0,227470000.0,,,Converted Paper Product Manufacturing,415167000.0,4.38866,1422253000.0,,,1330031000.0,
75677,,7892000.0,,,404834000.0,685666000.0,,,,687424000.0,685666000.0,5207000.0,,1921868000.0,,174468000.0,-13663000.0,,1916190000.0,,,403709000.0,1254688000.0,1942112000.0,685666000.0,161901000.0,218548000.0,,,,685666000.0,6.45511,861522000.0,,,869414000.0,
1022329,0.0,97507000.0,,Impsat Fiber Networks LLC,-96186000.0,14899000.0,130071000.0,,1022329.0,164376000.0,14899000.0,,,228451000.0,,-202934000.0,20212000.0,,,1.0,,179026000.0,663956000.0,828332000.0,14899000.0,-117526000.0,173731000.0,,,Other Telecommunications,14899000.0,0.26282,535839000.0,,,484311000.0,
1022329,,308629000.0,,,-61885000.0,70892000.0,84488000.0,,,158585000.0,70892000.0,,,322143000.0,,-357075000.0,59838000.0,,,,,458873000.0,1216165000.0,1374750000.0,70892000.0,-152748000.0,220305000.0,,,,70892000.0,0.77538,659614000.0,,,968243000.0,
1092605,0.0,12316000.0,,Emerge Interactive Inc,-15317000.0,2342000.0,1563000.0,,1092605.0,8890000.0,2342000.0,-495000.0,,43783000.0,,-32376000.0,594000.0,,,1.0,,15639000.0,16871000.0,25761000.0,2342000.0,-15595000.0,15833000.0,,,Other Information Services,2342000.0,4.98595,-10965000.0,,,1206000.0,
1092605,,42812000.0,,,-34390000.0,72700000.0,3336000.0,,,130078000.0,72700000.0,-1816000.0,,1688000.0,,-65511000.0,,,,,,66092000.0,18477000.0,148554000.0,72700000.0,-33135000.0,18386000.0,,,,72700000.0,9.49425,-42504000.0,,,308000.0,
712511,1.0,,,Proxim Wireless Corp,,,,,712511.0,,,,,,,,,,30220000.0,0.0,,,,,,,,,,Communications Equipment Manufacturing,,,,,,,
712511,,,,,-30000.0,,,,,,,851000.0,,14314000.0,,,,,11970000.0,,,,,,,125000.0,,,,,,,,,,,
1096658,0.0,7878000.0,,Centra Software Inc,-8931000.0,-24787000.0,,,1096658.0,7693000.0,-24787000.0,,,8595000.0,,-26536000.0,145000.0,,,1.0,,11055000.0,5603000.0,13296000.0,-24787000.0,-8623000.0,5227000.0,,,Software Publishers,-24787000.0,-5.50416,25317000.0,,,715000.0,
1096658,,65187000.0,,,-17668000.0,61874000.0,,,,61874000.0,61874000.0,,,22973000.0,,-41043000.0,623000.0,,,,,71223000.0,13190000.0,75064000.0,61874000.0,-13858000.0,11296000.0,,,,61874000.0,2.54457,-62811000.0,,,2376000.0,
753224,0.0,,,China Nutrifruit Group Ltd,,,,,753224.0,,,,,,,,,,,1.0,,,,,,,,,,Fruit and Vegetable Preserving and Specialty Food Manufacturing,,,,,,,
753224,,,,,,,,,,,,,,,,,,,360000.0,,,,,,,,,,,,,,,,,,
1092570,1.0,,,Fullnet Communications Inc,,,,,1092570.0,,,,,,,,,,6890000.0,0.0,,,,,,,,,,Wired Telecommunications Carriers,,,,,,,
1092570,,,,,,,,,,,,,,,,,,,940000.0,,,,,,,,,,,,,,,,,,
846475,1.0,,,Zynex Inc,,,,,846475.0,,,,,,,,,,23830000.0,0.0,,,,,,,,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",,,,,,,
846475,,,,,,,,,,,,,,,,,,,1030000.0,,,,,,,,,,,,,,,,,,
1098659,,13267000.0,,Mediacom Communications Corp,-38416000.0,-533488000.0,101065000.0,,1098659.0,54615000.0,-533488000.0,,,176052000.0,,-127659000.0,,,,,,42176000.0,1218266000.0,1272881000.0,-533488000.0,-81320000.0,79266000.0,,,Cable and Other Subscription Programming,-533488000.0,-5.92764,1125733000.0,4473000.0,,1139000000.0,
1098659,,8137000.0,,,-50618000.0,-424388000.0,178331000.0,,,261621000.0,-424388000.0,,,328258000.0,,-277506000.0,,,,,,40023000.0,1118351000.0,1379972000.0,-424388000.0,-149847000.0,125536000.0,,,,-424388000.0,-4.71836,978863000.0,4152000.0,,987000000.0,
1098972,1.0,46418000.0,,Agenus Inc,-18857000.0,51677000.0,,,1098972.0,51677000.0,51677000.0,0.0,,581000.0,,-37618000.0,-1612000.0,,274310000.0,0.0,,47671000.0,4326000.0,56003000.0,51677000.0,-18124000.0,2171000.0,,,Scientific Research and Development Services,51677000.0,14.96791,-43450000.0,,,2968000.0,
1098972,,99140000.0,,,-52485000.0,107097000.0,,,,116703000.0,107097000.0,220000.0,,442000.0,,-84346000.0,1204000.0,,475670000.0,,,101593000.0,11263000.0,127966000.0,107097000.0,-46729000.0,8612000.0,,,,107097000.0,23.52472,-94162000.0,,,4978000.0,
1056794,0.0,184321000.0,,Oclaro (North America) Inc,-44356000.0,257157000.0,0.0,,1056794.0,257157000.0,257157000.0,-7640000.0,,40743000.0,,-86786000.0,6678000.0,,,1.0,,204451000.0,20984000.0,278141000.0,257157000.0,-38685000.0,18917000.0,,,Communications Equipment Manufacturing,257157000.0,60.0318,-179943000.0,,,4378000.0,
1056794,,204591000.0,,,-132053000.0,202630000.0,9653000.0,,,245354000.0,202630000.0,-27510000.0,,131244000.0,,-206318000.0,504000.0,,,,,225896000.0,66235000.0,311589000.0,202630000.0,-122263000.0,51243000.0,,,,202630000.0,46.54288,-180516000.0,,,24075000.0,
1344470,1.0,,,iA Financial Corporation Inc,134100000.0,678765000.0,2800000.0,,1344470.0,727888000.0,678765000.0,,,,,,,,1527260000.0,0.0,,,12322927000.0,13050815000.0,678765000.0,83352000.0,,,,Other Financial Investment Activities,678765000.0,9.03321,,,,234566000.0,
1344470,,,,,141100000.0,728900000.0,2900000.0,,1788625.0,778500000.0,728900000.0,,,,,316900000.0,,,1756280000.0,,,,13232800000.0,14011300000.0,728900000.0,100800000.0,,,,,728900000.0,9.70056,,,,245000000.0,
1098834,0.0,1509000.0,,Fargo Electronics Inc,12643000.0,-124948000.0,,,1098834.0,-15215000.0,-124948000.0,-2347000.0,,54107000.0,,-125823000.0,1752000.0,,,1.0,,16778000.0,64309000.0,49095000.0,-124948000.0,4484000.0,9209000.0,,,Industrial Machinery Manufacturing,-124948000.0,-10.61975,168324000.0,,,60100000.0,
1098834,,1223000.0,,,8163000.0,21359000.0,,,,21359000.0,21359000.0,-2088000.0,,57845000.0,,-123116000.0,450000.0,,,,,19406000.0,27456000.0,48815000.0,21359000.0,3057000.0,4556000.0,,,,21359000.0,1.81825,21677000.0,,,22900000.0,
1017440,0.0,22000.0,,Access Plans USA Inc,-715000.0,-1051000.0,0.0,,1017440.0,-1051000.0,-1051000.0,10000.0,,63000.0,,-3764000.0,178000.0,,,1.0,,22000.0,1221000.0,169000.0,-1051000.0,-794000.0,1221000.0,,,Insurance Carriers,-1051000.0,-0.87583,628000.0,,,650000.0,
1017440,,4541000.0,,,-677000.0,2153000.0,15000.0,,,6876000.0,2153000.0,0.0,,595000.0,,-4256000.0,-1277000.0,,,,,5211000.0,1275000.0,8150000.0,2153000.0,-476000.0,1275000.0,,,,2153000.0,0.75544,-2541000.0,,,0.0,
1099160,1.0,7003000.0,,Beasley Broadcast Group Inc,7181000.0,-140207000.0,16410000.0,,1099160.0,-2920000.0,-140207000.0,,,93621000.0,,-32818000.0,66000.0,,201770000.0,0.0,,30248000.0,188780000.0,185861000.0,-140207000.0,-6052000.0,25823000.0,,,Radio and Television Broadcasting,-140207000.0,-8.23712,166567000.0,,,173570000.0,
1099160,,5743000.0,,,10309000.0,-85936000.0,17409000.0,,,78957000.0,-85936000.0,,,106154000.0,,-27701000.0,-4899000.0,,315800000.0,,,28705000.0,139200000.0,218158000.0,-85936000.0,-28514000.0,10147000.0,,,,-85936000.0,-3.54033,97743000.0,,,103486000.0,
1094348,0.0,20637000.0,,Mattersight Corp,8505000.0,61486000.0,6498000.0,,1094348.0,73615000.0,61486000.0,,,163180000.0,,0.0,-313000.0,,303750000.0,1.0,,77915000.0,22988000.0,96603000.0,61486000.0,4058000.0,22988000.0,,,Computer Systems Design and Related Services,61486000.0,14.85169,-20637000.0,,,0.0,
1094348,,51040000.0,,,-3769000.0,133866000.0,7344000.0,,,140856000.0,133866000.0,,,236498000.0,,2171000.0,6281000.0,,27430000.0,,,153696000.0,43762000.0,184618000.0,133866000.0,-424000.0,43762000.0,,,,133866000.0,26.81304,-51040000.0,,,0.0,
1099531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069502,,,,Varsity Group Inc,,,,,1069502.0,,,,,,,,,,,,,,,,,,,,,Electronic Shopping and Mail-Order Houses,,,,,,,
1097338,0.0,2630000.0,,Witness Systems Inc,-6640000.0,-25656000.0,,,1097338.0,-2819000.0,-25656000.0,0.0,,22973000.0,,-20591000.0,935000.0,,,1.0,,7668000.0,13662000.0,10843000.0,-25656000.0,-7004000.0,13412000.0,,,Software Publishers,-25656000.0,-3.73075,22866000.0,,,2659000.0,
1097338,,64337000.0,,,-5945000.0,69588000.0,,,,69588000.0,69588000.0,0.0,,44742000.0,,-22805000.0,1100000.0,,,,,75390000.0,16878000.0,86466000.0,69588000.0,-1966000.0,16878000.0,,,,69588000.0,3.17643,-64337000.0,,,0.0,
1094561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042134,0.0,8719000.0,,Chordiant Software Inc,-22351000.0,-57782000.0,0.0,,1042134.0,-6173000.0,-57782000.0,,,17588000.0,,-62564000.0,-2451000.0,,,1.0,,18938000.0,28259000.0,22086000.0,-57782000.0,-23137000.0,17105000.0,,,Software Publishers,-57782000.0,-24.45861,56115000.0,,,13225000.0,
1042134,,67668000.0,,,-38377000.0,58735000.0,802000.0,,,63320000.0,58735000.0,,,35109000.0,,-97920000.0,2774000.0,,,,,95297000.0,44128000.0,107448000.0,58735000.0,-35356000.0,34768000.0,,,,58735000.0,3.84331,-67073000.0,,,595000.0,
