Instrument,Total Debt,Accounts Payable (CF),NAICS Industry Group Name,Inventories (CF),Delisted Quote Flag,Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Company Common Name,CIK Number,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Instrument Is Active Flag,Tangible Book Value - Utility,"Total Assets, Reported",Depreciation And Amortization,Total Current Liabilities
869688,,,Securities and Commodity Contracts Intermediation and Brokerage,,0.0,,,,,Westech Capital Corp,869688.0,,,,,,,57490000.0,,,,1.0,,,,
1472866,623000.0,,Scientific Research and Development Services,-40000.0,0.0,-6809000.0,-649000.0,2268000.0,1112000.0,Microbix Biosystems Inc,1472866.0,2288000.0,2288000.0,2288000.0,9000.0,2288000.0,1272000.0,37550000.0,0.0663,4067000.0,8000.0,1.0,2288000.0,3398000.0,158000.0,522000.0
1092099,54451000.0,,Depository Credit Intermediation,,1.0,10858000.0,,,846485000.0,Civitas Bankgroup Inc,1092099.0,57736000.0,56210000.0,56210000.0,1884000.0,56210000.0,,,3.19759,,,0.0,56210000.0,904221000.0,,
1093677,0.0,4000.0,Other Investment Pools and Funds,,1.0,-260000.0,0.0,132000.0,8000.0,Worldstar Energy Corp,1093677.0,135000.0,135000.0,135000.0,641000.0,135000.0,0.0,1590000.0,1.15671,0.0,-117000.0,0.0,135000.0,142000.0,2000.0,8000.0
1040227,1400000.0,234000.0,Waste Treatment and Disposal,,1.0,-8502000.0,1361000.0,269000.0,3891000.0,Global 8 Environmental Technologies Inc,1040227.0,-3621000.0,-3621000.0,-3621000.0,-1330000.0,-3621000.0,39000.0,2170000.0,-0.27524,0.0,-869000.0,0.0,-3621000.0,269000.0,,3873000.0
789868,2789000.0,,Dairy Product Manufacturing,-752000.0,1.0,344000.0,1663000.0,8594000.0,8878000.0,Feihe International Inc,789868.0,344000.0,344000.0,344000.0,344000.0,344000.0,1126000.0,54340000.0,0.03565,12173000.0,217000.0,0.0,344000.0,9222000.0,3000.0,8878000.0
1005356,165000.0,38000.0,Semiconductor and Other Electronic Component Manufacturing,-2000.0,1.0,-1155000.0,104000.0,146000.0,286000.0,Advanced ID Corp,1005356.0,-125000.0,-125000.0,-125000.0,-361000.0,-125000.0,61000.0,13980000.0,-0.00332,963000.0,-325000.0,0.0,-125000.0,162000.0,,286000.0
1085203,25000.0,51000.0,Software Publishers,,1.0,-501000.0,25000.0,0.0,370000.0,Rocketinfo Inc,1085203.0,-370000.0,-370000.0,-370000.0,-59000.0,-370000.0,0.0,43600000.0,-0.04343,0.0,-59000.0,0.0,-370000.0,0.0,0.0,370000.0
885568,873041000.0,,"Electric Power Generation, Transmission and Distribution",,,,841283000.0,117560000.0,1314746000.0,Old Dominion Electric Cooperative,885568.0,247590000.0,247590000.0,247590000.0,12056000.0,247590000.0,31758000.0,,247.59,,57941000.0,,247590000.0,1562336000.0,26943000.0,164621000.0
71633,,,Insurance Carriers,,,,,,,New York Life Insurance Co,71633.0,,,,,,,,,,,,,,,
