Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
1070732,1.0,,,Eaton Vance Senior Income Trust,,,,,1070732.0,,,,,,,,,,278600000.0,0.0,,,,,,,,,,Other Investment Pools and Funds,,,,,,,
1070732,,,,,,,,,,,,,,,,,,,331440000.0,,,,,,,,,,,,,,,,,,
1071426,,,,Mediaone Finance Trust Iii,,,,,1071426.0,,,,,,,,,,,,,,,,,,,,,Other Investment Pools and Funds,,,,,,,
1061580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13372,1.0,13549000.0,,NSTAR Electric Co,334354000.0,956945000.0,167905000.0,,13372.0,999945000.0,956945000.0,160000.0,,,,428150000.0,102292000.0,,18630000.0,0.0,,1365771000.0,2184856000.0,3184801000.0,956945000.0,150353000.0,457160000.0,,,"Electric Power Generation, Transmission and Distribution",956945000.0,3826.2495,1328297000.0,,,1298846000.0,
13372,,8426000.0,,,311264000.0,781786000.0,170924000.0,,,824786000.0,781786000.0,-19000.0,,,,502991000.0,-31037000.0,,19500000.0,,,1489132000.0,2866463000.0,3691249000.0,781786000.0,130918000.0,624465000.0,,,,781786000.0,3126.14363,1470570000.0,,,1435996000.0,
1096835,0.0,9000.0,,Diversified Thermal Solutions Inc,-1483000.0,-911000.0,,,1096835.0,-911000.0,-911000.0,,,0.0,,-11140000.0,,,14170000.0,1.0,,517000.0,1806000.0,895000.0,-911000.0,-1894000.0,1806000.0,,,Clay Product and Refractory Manufacturing,-911000.0,-0.05347,-9000.0,9000.0,,0.0,
1096835,,14000.0,,,-623000.0,-240000.0,,,,-240000.0,-240000.0,0.0,,192000.0,,-11113000.0,,,6580000.0,,,105000.0,538000.0,297000.0,-240000.0,27000.0,538000.0,,,,-240000.0,-0.01186,-14000.0,14000.0,,0.0,
1284766,1.0,,,Future Science Holdings Inc,,,,,1284766.0,,,,,,,,,,510000.0,0.0,,,,,,,,,,Metal Ore Mining,,,,,,,
1284766,,,,,,,,,1281715.0,,,,,,,,,,4880000.0,,,,,,,,,,,,,,,,,,
