Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
1020477,1.0,,,Rotate Black Inc,,,,,1020477.0,,,,,,,,,,,0.0,,,,,,,,,,Traveler Accommodation,,,,,,,
1039151,0.0,54748000.0,,Kendle International LLC,10768000.0,74808000.0,4711000.0,,1039151.0,122500000.0,74808000.0,,,89516000.0,,7517000.0,-4262000.0,,105860000.0,1.0,,91390000.0,30741000.0,153240000.0,74808000.0,7165000.0,25895000.0,,,Scientific Research and Development Services,74808000.0,6.82842,-50735000.0,,,4013000.0,
1039151,,25244000.0,,,12072000.0,62571000.0,6731000.0,,,133646000.0,62571000.0,,,117151000.0,,15246000.0,597000.0,,116840000.0,,,90648000.0,50736000.0,184382000.0,62571000.0,7729000.0,45810000.0,,,,62571000.0,5.44601,-15056000.0,,,10188000.0,
1433533,0.0,2031131.0,,Uranium One Inc,-414199.0,11893460.0,,,1433533.0,11893460.0,11893460.0,,,,,-1489450.0,,,29330000.0,1.0,,2124524.0,5514354.0,17407122.0,11893460.0,-413526.0,336908.0,,,Metal Ore Mining,11893460.0,0.787672,2960913.0,,,4992043.0,
1433533,,2031131.0,,,-414199.0,11893460.0,,,1337523.0,11893460.0,11893460.0,,,,,-1489450.0,,,8450000.0,,,2124524.0,5514354.0,17407122.0,11893460.0,-413526.0,336908.0,,,,11893460.0,0.787672,2960913.0,,,4992043.0,
1433533,,,,,,,,,1067129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358697,,,,Sterling Banks Inc,,,,,1358697.0,,,,,,,,,,,,,,,,,,,,,Depository Credit Intermediation,,,,,,,
1031980,1.0,2122000.0,,Former NT Corp,-3221000.0,2836000.0,,,1031980.0,2836000.0,2836000.0,294000.0,,1836000.0,,-9207000.0,185000.0,,83330000.0,0.0,,3474000.0,949000.0,3786000.0,2836000.0,-3123000.0,949000.0,,,Software Publishers,2836000.0,128.79201,-2122000.0,,,0.0,
1031980,,312000.0,,,-3678000.0,1114000.0,,,,1114000.0,1114000.0,32000.0,,4219000.0,,-12733000.0,-117000.0,,31910000.0,,,2042000.0,1204000.0,2318000.0,1114000.0,-3526000.0,1204000.0,,,,1114000.0,45.58101,-312000.0,,,0.0,
1041803,1.0,32584000.0,,PriceSmart Inc,-22324000.0,93861000.0,,,1041803.0,93861000.0,93861000.0,,,108872000.0,,-864000.0,19721000.0,,200300000.0,0.0,,69959000.0,58213000.0,152074000.0,93861000.0,-3892000.0,32513000.0,,,Other General Merchandise Stores,93861000.0,18.46436,-6177000.0,,,8494000.0,
1041803,,29985000.0,,,-13490000.0,112505000.0,223000.0,,,131683000.0,112505000.0,-29030000.0,,304615000.0,,-6308000.0,18633000.0,,205070000.0,,,93604000.0,129717000.0,261400000.0,112505000.0,-5444000.0,74502000.0,,,,112505000.0,17.97954,43496000.0,,,68798000.0,
1085243,1.0,,,VirTra Inc,,,,,1085243.0,,,,,,,,,,3360000.0,0.0,,,,,,,,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",,,,,,,
1085243,,,,,,,,,,,,,,,,,,,2950000.0,,,,,,,,,,,,,,,,,,
817473,0.0,6149000.0,,Acas LLC,15270000.0,152723000.0,0.0,,817473.0,152723000.0,152723000.0,,,16979000.0,,-116000.0,,,419150000.0,1.0,,,117296000.0,270019000.0,152723000.0,16915000.0,,,,Other Financial Investment Activities,152723000.0,10.34716,109799000.0,,,115948000.0,
817473,,2037000.0,,,23070000.0,311745000.0,,,,311745000.0,311745000.0,,,39435000.0,,1080000.0,,,692780000.0,,,,83627000.0,395372000.0,311745000.0,97201000.0,,,,,311745000.0,12.82286,76508000.0,,,78545000.0,
