Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
1383729,0.0,,,Fusion-Io LLC,,,,,1383729.0,,,,,,,,,,,1.0,,,,,,,,,,Professional and Commercial Equipment and Supplies Merchant Wholesalers,,,,,,,
1121680,,,,Newgistics Inc,,,,,1121680.0,,,,,,,,,,,,,,,,,,,,,Couriers and Express Delivery Services,,,,,,,
1366684,0.0,,,HomeAway Inc,,,,,1366684.0,,,,,,,,,,,1.0,,,,,,,,,,Other Information Services,,,,,,,
1311230,0.0,,,TerraVia Holdings Inc,,,,,1311230.0,,,,,,,,,,,1.0,,,,,,,,,,Grain and Oilseed Milling,,,,,,,
1280363,,,,Apache Design Inc,,,,,1280363.0,,,,,,,,,,,,,,,,,,,,,Semiconductor and Other Electronic Component Manufacturing,,,,,,,
1508913,0.0,,,Qihoo 360 Technology Co Ltd,,,,,1508913.0,,,,,,,,,,,1.0,,,,,,,,,,Other Information Services,,,,,,,
1509986,0.0,,,Link Motion Inc,,,,,1509986.0,,,,,,,,,,,1.0,,,,,,,,,,Other Information Services,,,,,,,
1164975,,,,Cortina Systems Inc,,,,,1164975.0,,,,,,,,,,,,,,,,,,,,,Semiconductor and Other Electronic Component Manufacturing,,,,,,,
773717,1.0,,,Cambrian Minerals Group Inc,,,,,773717.0,,,,,,,,,,,0.0,,,,,,,,,,Metal Ore Mining,,,,,,,
1502774,0.0,,,Rio Bravo Oil Inc,,,,,1502774.0,,,,,,,,,,,0.0,,,,,,,,,,Oil and Gas Extraction,,,,,,,
1515980,0.0,,,Apollo Residential Mortgage Inc,,,,,1515980.0,,,,,,,,,,,1.0,,,,,,,,,,Nondepository Credit Intermediation,,,,,,,
1128725,1.0,,,InterCloud Systems Inc,,,,,1128725.0,,,,,,,,,,,0.0,,,,,,,,,,Computer Systems Design and Related Services,,,,,,,
1514705,1.0,,,SunCoke Energy Inc,,,,,1514705.0,,,,,,,,,,,0.0,,,,,,,,,,Petroleum and Coal Products Manufacturing,,,,,,,
1510030,,,,China Resources Development Inc,,,,,1510030.0,,,,,,,,,,,,,,,,,,,,,Other Investment Pools and Funds,,,,,,,
1482541,1.0,,,Surna Inc,,,,,1482541.0,,,,,,,,,,,0.0,,,,,,,,,,Building Equipment Contractors,,,,,,,
1507385,1.0,,,VEREIT Inc,,,,,1507385.0,,,,,,,,,,,0.0,,,,,,,,,,Lessors of Real Estate,,,,,,,
1508478,1.0,,,Arcos Dorados Holdings Inc,,,,,1508478.0,,,,,,,,,,,0.0,,,,,,,,,,Limited-Service Eating Places,,,,,,,
1654714,1.0,,,Nexoptic Technology Corp,,,,,1500944.0,,,,,,,,,,,0.0,,,,,,,,,,Commercial and Service Industry Machinery Manufacturing,,,,,,,
1654714,,,,,,,,,1654714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506289,1.0,,,BlackRock Resources and Commodities Strategy Trust,,,,,1506289.0,,,,,,,,,,,0.0,,,,,,,,,,Other Investment Pools and Funds,,,,,,,
1452857,1.0,,,Steel Partners Holdings LP,,,,,1452857.0,,,,,,,,,,,0.0,,,,,,,,,,"Coating, Engraving, Heat Treating, and Allied Activities",,,,,,,
1444192,1.0,,,Acasti Pharma Inc,,,,,1444192.0,,,,,,,,,,,0.0,,,,,,,,,,Scientific Research and Development Services,,,,,,,
1415916,1.0,,,Golar LNG Partners LP,,,,,1415916.0,,,,,,,,,,,0.0,,,,,,,,,,"Deep Sea, Coastal, and Great Lakes Water Transportation",,,,,,,
1487439,0.0,,,Crown Alliance Capital Ltd,,,,,1487439.0,,,,,,,,,,,1.0,,,,,,,,,,Other Financial Investment Activities,,,,,,,
1163389,1.0,,,New Peoples Bankshares Inc,,,,,1163389.0,,,,,,,,,,,0.0,,,,,,,,,,Depository Credit Intermediation,,,,,,,
1516007,0.0,,,Enterprise Terminaling Services LP,,,,,1516007.0,,,,,,,,,,,1.0,,,,,,,,,,Pipeline Transportation of Crude Oil,,,,,,,
1383960,0.0,,,University General Health System Inc,,,,,1383960.0,,,,,,,,,,,1.0,,,,,,,,,,General Medical and Surgical Hospitals,,,,,,,
1584509,1.0,,,Aramark,,,,,1584509.0,,,,,,,,,,,0.0,,,,,,,,,,Special Food Services,,,,,,,
1489744,0.0,,,Raystream Inc,,,,,1489744.0,,,,,,,,,,,1.0,,,,,,,,,,Computer Systems Design and Related Services,,,,,,,
1355451,1.0,,,VGTel Inc,,,,,1355451.0,,,,,,,,,,,0.0,,,,,,,,,,Other Investment Pools and Funds,,,,,,,
1516973,0.0,,,Mountain Merger Sub Corp,,,,,1516973.0,,,,,,,,,,,1.0,,,,,,,,,,Other Investment Pools and Funds,,,,,,,
1504795,1.0,,,Box Ships Inc,,,,,1504795.0,,,,,,,,,,,0.0,,,,,,,,,,"Deep Sea, Coastal, and Great Lakes Water Transportation",,,,,,,
1508475,1.0,,,21Vianet Group Inc,,,,,1508475.0,,,,,,,,,,,0.0,,,,,,,,,,Computer Systems Design and Related Services,,,,,,,
