Instrument,Total Debt,Accounts Payable (CF),NAICS Industry Group Name,Inventories (CF),Delisted Quote Flag,Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Company Common Name,CIK Number,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Instrument Is Active Flag,Tangible Book Value - Utility,"Total Assets, Reported",Depreciation And Amortization,Total Current Liabilities
1388775,9209000.0,1729000.0,Pharmaceutical and Medicine Manufacturing,,1.0,-59663000.0,-108877000.0,119722000.0,14699000.0,Sirtris Pharmaceuticals Inc,1302565.0,110516000.0,110516000.0,110516000.0,-31090000.0,110516000.0,118086000.0,,3.84297,0.0,-35192000.0,0.0,110516000.0,125215000.0,,7988000.0
1388775,,,,,,,,,,,1388775.0,,,,,,,,,,,,,,,
1391672,0.0,1669000.0,Communications Equipment Manufacturing,-19131000.0,1.0,-33524000.0,-369351000.0,479932000.0,190016000.0,Starent Networks LLC,1391672.0,338201000.0,338201000.0,338201000.0,60524000.0,338201000.0,369351000.0,,4.84057,254076000.0,52180000.0,0.0,338201000.0,528217000.0,,176072000.0
1391672,,,,,,,,,,,1125064.0,,,,,,,,,,,,,,,
1232524,2029625000.0,361000.0,Pharmaceutical and Medicine Manufacturing,-17024000.0,0.0,529379000.0,1603662000.0,748069000.0,2922888000.0,Jazz Pharmaceuticals PLC,1232524.0,1877339000.0,-2028472000.0,-2028472000.0,396831000.0,-2028472000.0,425963000.0,8072330000.0,-33.9096,1487973000.0,591016000.0,1.0,-2028472000.0,4800227000.0,101994000.0,257406000.0
1500341,945500000.0,43000000.0,"Boiler, Tank, and Shipping Container Manufacturing",-13000000.0,,-7200000.0,905200000.0,401800000.0,1471100000.0,Mauser Packaging Solutions Intermediate Company Inc,1500341.0,546200000.0,-691600000.0,-691600000.0,-1900000.0,-691600000.0,40300000.0,,-691600.0,1431300000.0,51400000.0,,-691600000.0,2017300000.0,143600000.0,193900000.0
1615418,25423000.0,,Depository Credit Intermediation,,0.0,399620000.0,,,4724837000.0,Beneficial Bancorp Inc,1615418.0,1013756000.0,838016000.0,838016000.0,25469000.0,838016000.0,,1246320000.0,11.07935,,,0.0,838016000.0,5738593000.0,,
1422105,742300000.0,-35400000.0,Alumina and Aluminum Production and Processing,57800000.0,0.0,-329400000.0,692200000.0,293300000.0,1265500000.0,Noranda Aluminum Holding Corp,1422105.0,-177900000.0,-221000000.0,-221000000.0,-259600000.0,-221000000.0,56100000.0,150000.0,-22.1,1228100000.0,-238100000.0,1.0,-221000000.0,1087600000.0,,905100000.0
1338042,229782000.0,1071000.0,Pharmaceutical and Medicine Manufacturing,2518000.0,1.0,-368804000.0,165281000.0,175938000.0,318653000.0,Aegerion Pharmaceuticals Inc,1338042.0,115545000.0,-136972000.0,-136972000.0,-73339000.0,-136972000.0,64501000.0,58200000.0,-4.64879,239887000.0,-45186000.0,0.0,-136972000.0,434198000.0,,86887000.0
1392562,0.0,,Depository Credit Intermediation,,1.0,47949000.0,,,274949000.0,Louisiana Bancorp Inc,1392562.0,58397000.0,58397000.0,58397000.0,2817000.0,58397000.0,,70750000.0,20.12586,,,0.0,58397000.0,333346000.0,,
1391127,0.0,-1757000.0,Computer Systems Design and Related Services,,0.0,-342320000.0,-66187000.0,98595000.0,70561000.0,Limelight Networks Inc,1391127.0,137568000.0,61325000.0,61325000.0,-73925000.0,61325000.0,66187000.0,483830000.0,0.57281,168234000.0,-72429000.0,1.0,61325000.0,208129000.0,2452000.0,41952000.0
1365742,0.0,-447400.0,Audio and Video Equipment Manufacturing,-311780.0,0.0,-122910880.0,-25166600.0,34093470.0,34149310.0,Acorn International Inc,1365742.0,99170550.0,92016510.0,92016510.0,10317730.0,92016510.0,25505730.0,63410000.0,1.22027,24527880.0,-9267980.0,1.0,92016510.0,133319860.0,,15792570.0
1386607,558162000.0,-20869000.0,Communications Equipment Manufacturing,-15185000.0,1.0,437755000.0,-2113279000.0,3212607000.0,759020000.0,Qiao Xing Mobile Communication Co Ltd,1386607.0,2474417000.0,2474417000.0,2474417000.0,-371223000.0,2474417000.0,2755505000.0,6950000.0,46.67277,855544000.0,-348672000.0,0.0,2474417000.0,3233437000.0,4433000.0,657306000.0
