Instrument,Total Debt,Accounts Payable (CF),NAICS Industry Group Name,Inventories (CF),Delisted Quote Flag,Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Company Common Name,CIK Number,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Instrument Is Active Flag,Tangible Book Value - Utility,"Total Assets, Reported",Depreciation And Amortization,Total Current Liabilities
1020477,,,Traveler Accommodation,,0.0,,,,,Rotate Black Inc,1020477.0,,,,,,,,,,,1.0,,,,
1039151,2746000.0,-119000.0,Scientific Research and Development Services,,1.0,13116000.0,-21814000.0,77855000.0,43649000.0,Kendle International LLC,1039151.0,132870000.0,59793000.0,59793000.0,-2130000.0,59793000.0,24560000.0,249440000.0,5.08301,156138000.0,-3749000.0,0.0,59793000.0,176519000.0,7930000.0,38459000.0
1433533,5006340.0,,Metal Ore Mining,,1.0,-2055663.0,4493092.0,597344.0,5457518.0,Uranium One Inc,1433533.0,13075484.0,13075484.0,13075484.0,-624471.0,13075484.0,513248.0,26240000.0,0.659167,,-625144.0,0.0,13075484.0,18533002.0,,307682.0
1433533,,,,,,,,,,,1337523.0,,,,,,,,,,,,,,,
1433533,,,,,,,,,,,1067129.0,,,,,,,,,,,,,,,
1358697,,,Depository Credit Intermediation,,,,,,,Sterling Banks Inc,1358697.0,,,,,,,,,,,,,,,
1031980,0.0,-139000.0,Software Publishers,391000.0,0.0,-19578000.0,-2225000.0,3864000.0,794000.0,Former NT Corp,1031980.0,3229000.0,2149000.0,2149000.0,-3338000.0,2149000.0,3305000.0,7570000.0,81.30912,1310000.0,-3472000.0,1.0,2149000.0,4025000.0,,794000.0
1041803,108350000.0,17477000.0,Other General Merchandise Stores,-16348000.0,0.0,-2924000.0,90263000.0,110686000.0,193970000.0,PriceSmart Inc,1041803.0,130110000.0,109982000.0,109982000.0,3384000.0,109982000.0,26280000.0,220390000.0,17.64931,486765000.0,6469000.0,1.0,109982000.0,324080000.0,998000.0,106474000.0
1085243,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",,0.0,,,,,VirTra Inc,1085243.0,,,,,,,2870000.0,,,,1.0,,,,
817473,155202000.0,,Other Financial Investment Activities,,1.0,-95000.0,143633000.0,,168832000.0,Acas LLC,817473.0,445167000.0,445167000.0,445167000.0,-4373000.0,445167000.0,11569000.0,1011050000.0,11.93477,70052000.0,42670000.0,0.0,445167000.0,613999000.0,,
1020676,,,Household Appliance Manufacturing,,1.0,,,,,Atmospheric Glow Technologies Inc,1020676.0,,,,,,,,,,,0.0,,,,
1043382,1278000000.0,38000000.0,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",-24000000.0,1.0,483000000.0,1259000000.0,1015000000.0,3615000000.0,Solutia Inc,1043382.0,-34000000.0,-672000000.0,-672000000.0,49000000.0,-672000000.0,19000000.0,1461290000.0,-6.52957,2617000000.0,-15000000.0,0.0,-672000000.0,3581000000.0,11000000.0,1349000000.0
1000045,49178000.0,387000.0,Nondepository Credit Intermediation,,0.0,10827000.0,48858000.0,,52902000.0,Nicholas Financial Inc,1000045.0,14428000.0,14428000.0,14428000.0,3411000.0,14428000.0,320000.0,18020000.0,1.88689,17797000.0,5532000.0,1.0,14428000.0,67329000.0,145000.0,
1041426,5680000.0,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",1328000.0,1.0,-184738000.0,-48660000.0,75252000.0,16697000.0,Tripath Imaging Inc,1041426.0,80774000.0,69931000.0,69931000.0,-17369000.0,69931000.0,54340000.0,,2.04922,32652000.0,-16967000.0,0.0,69931000.0,97470000.0,,12936000.0
798528,49000.0,-124000.0,Scientific Research and Development Services,,0.0,-5680000.0,-2395000.0,2453000.0,1122000.0,Odyssey Marine Exploration Inc,798528.0,1752000.0,1752000.0,1752000.0,-786000.0,1752000.0,2444000.0,18530000.0,1.17683,0.0,-1617000.0,1.0,1752000.0,2871000.0,,185000.0
1010086,1240000.0,,Pharmaceutical and Medicine Manufacturing,,0.0,-22442000.0,-467000.0,1751000.0,2285000.0,SIGA Technologies Inc,1010086.0,925000.0,925000.0,925000.0,-7790000.0,925000.0,1707000.0,25430000.0,0.1238,483000.0,-7240000.0,1.0,925000.0,3210000.0,,1356000.0
1331206,140000.0,,Metal Ore Mining,,1.0,-4194000.0,105000.0,50000.0,300000.0,Luna Gold Corp,1331206.0,-6000.0,-161000.0,-161000.0,-1051000.0,-161000.0,35000.0,250000.0,-3.26837,5000.0,-1052000.0,0.0,-161000.0,294000.0,129000.0,300000.0
1027662,2745209000.0,-16055000.0,Activities Related to Real Estate,-77000.0,0.0,,2194573000.0,1153946000.0,3883776000.0,Elbit Imaging Ltd,1027662.0,934378000.0,934378000.0,934378000.0,105831000.0,934378000.0,1057446000.0,671080000.0,2358.40884,281468000.0,-19340000.0,1.0,934378000.0,4818154000.0,,1643513000.0
1027664,109028000.0,-3520000.0,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",-25228000.0,0.0,97963000.0,59387000.0,429499000.0,486213000.0,Elbit Systems Ltd,1027664.0,340728000.0,340728000.0,340728000.0,-20531000.0,340728000.0,54599000.0,3209740000.0,8.93052,591084000.0,-12776000.0,1.0,340728000.0,826941000.0,,355400000.0
1036292,10955000.0,-4608000.0,Medical Equipment and Supplies Manufacturing,5441000.0,0.0,-19319000.0,9715000.0,17184000.0,23852000.0,Signature Eyewear Inc,1036292.0,-4946000.0,-5077000.0,-5077000.0,-13387000.0,-5077000.0,1240000.0,300000.0,-1.00398,43392000.0,-12022000.0,1.0,-5077000.0,18905000.0,1055000.0,22391000.0
1173924,0.0,,Metal Ore Mining,734000.0,1.0,-32636000.0,-980000.0,12632000.0,6716000.0,SGO Mining Inc,819960.0,24257000.0,24257000.0,24257000.0,-48723000.0,24257000.0,980000.0,21900000.0,0.60303,24166000.0,-48691000.0,0.0,24257000.0,30973000.0,467000.0,4201000.0
1173924,,,,,,,,,,,1173924.0,,,,,,,,,,,,,,,
1113256,1407000000.0,3000000.0,Motor Vehicle Parts Manufacturing,107000000.0,0.0,450000000.0,1375000000.0,1755000000.0,3711000000.0,Meritor Inc,1113256.0,651000000.0,-262000000.0,-262000000.0,35000000.0,-262000000.0,101000000.0,1305920000.0,-3.93985,6805000000.0,195000000.0,1.0,-262000000.0,4362000000.0,24000000.0,1672000000.0
932352,2714000.0,-341000.0,Scientific Research and Development Services,,,-159120000.0,-9224000.0,36895000.0,11842000.0,Urigen Pharmaceuticals Inc,932352.0,38407000.0,9189000.0,9189000.0,-38199000.0,9189000.0,35833000.0,,9.27049,4646000.0,-39495000.0,,9189000.0,50249000.0,5733000.0,11704000.0
1040130,2835000.0,844000.0,Health and Personal Care Stores,-176000.0,0.0,-2970000.0,2245000.0,2904000.0,4696000.0,Petmed Express Inc,1040130.0,1630000.0,1608000.0,1608000.0,-1794000.0,1608000.0,612000.0,11940000.0,0.25244,14677000.0,-1585000.0,1.0,1608000.0,6328000.0,395000.0,2505000.0
