Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
1029402,1.0,,,Energy and Environmental Services Inc,,,,,1029402.0,,,,,,,,,,,0.0,,,,,,,,,,Basic Chemical Manufacturing,,,,,,,
1680713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019260,0.0,1608984.0,,Etruscan Resources Inc,-24186004.0,17912590.0,,,1019260.0,17912590.0,17912590.0,,,,,-54848653.0,,,,1.0,,1866856.0,14123910.0,32035821.0,17912590.0,-24186004.0,11254068.0,,,Metal Ore Mining,17912590.0,0.503345,1260857.0,,,2671009.0,
1019260,,1094259.0,,,-8957091.0,7904571.0,,,,7904571.0,7904571.0,,,0.0,,-61351395.0,,,,,,1490692.0,1308424.0,9212994.0,7904571.0,-9067881.0,1308424.0,,,,7904571.0,0.218272,-1094259.0,,,0.0,
1263011,1.0,41728.0,,Excellon Resources Inc,-979403.0,165567.0,,,1263011.0,165567.0,165567.0,,,,,-3064342.0,,,330000.0,0.0,,122493.0,194508.0,360075.0,165567.0,-979403.0,194508.0,,,Metal Ore Mining,165567.0,0.045396,-41728.0,,,0.0,
1263011,,581866.0,,,-382177.0,106328.0,,,,106328.0,106328.0,,,,,-3584476.0,,,1190000.0,,,756034.0,649707.0,756034.0,106328.0,-380864.0,649707.0,,,,106328.0,0.01983,-135029.0,,,446836.0,
1479736,1.0,9000.0,,Azimut Exploration Inc,-696000.0,377000.0,2000.0,,1479736.0,377000.0,377000.0,,,,,-3178000.0,,,1970000.0,0.0,,14000.0,389000.0,764000.0,377000.0,-706000.0,39000.0,,,Metal Ore Mining,377000.0,0.04824,351000.0,0.0,,360000.0,
1479736,,95000.0,,,-162000.0,306000.0,1000.0,,,306000.0,306000.0,,,,,-3390000.0,,,280000.0,,,105000.0,368000.0,675000.0,306000.0,-163000.0,18000.0,,,,306000.0,0.0363,255000.0,94000.0,,350000.0,
1526966,1.0,,,Orbite Technologies Inc,,,,,1526966.0,,,,,,,,,,460000.0,0.0,,,,,,,,,,Alumina and Aluminum Production and Processing,,,,,,,
