Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
1750,1.0,1241000.0,,AAR Corp,70658000.0,297654000.0,,,1750.0,336494000.0,297654000.0,-6644000.0,,1024333000.0,,210474000.0,-21536000.0,,339060000.0,0.0,,511267000.0,401483000.0,737977000.0,297654000.0,35163000.0,163816000.0,,,Aerospace Product and Parts Manufacturing,297654000.0,11.07962,205520000.0,,,206761000.0,
1750,,13809000.0,,,40390000.0,294837000.0,,,,340212000.0,294837000.0,17887000.0,,874255000.0,,219848000.0,-35034000.0,,242000000.0,,,478123000.0,361642000.0,701854000.0,294837000.0,18531000.0,125392000.0,,,,294837000.0,10.94543,179830000.0,,,193639000.0,
61478,0.0,1354200000.0,,CommScope Connectivity LLC,365900000.0,2394000000.0,34300000.0,,61478.0,2912700000.0,2394000000.0,-207800000.0,,3287900000.0,,1759400000.0,83600000.0,,13991590000.0,1.0,,2650900000.0,1057800000.0,3970500000.0,2394000000.0,868100000.0,1041300000.0,,,Communications Equipment Manufacturing,2394000000.0,21.75625,-1329500000.0,,,24700000.0,
61478,,421800000.0,,,-1031300000.0,1753300000.0,56600000.0,,,1893400000.0,1753300000.0,89500000.0,,2402800000.0,,471700000.0,-61700000.0,,3631650000.0,,,1305200000.0,606300000.0,2499700000.0,1753300000.0,-1287700000.0,599400000.0,,,,1753300000.0,15.49711,-417100000.0,,,4700000.0,
319126,1.0,434000.0,,Health Sciences Corp,-329000.0,1892000.0,,,319126.0,4455000.0,1892000.0,1017000.0,,25367000.0,,-7169000.0,199000.0,,2690000.0,0.0,,7884000.0,7154000.0,11607000.0,1892000.0,-808000.0,2279000.0,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",1892000.0,102.04962,4636000.0,,,5070000.0,
319126,,198000.0,,,-1286000.0,1277000.0,,,,2718000.0,1277000.0,590000.0,,24051000.0,,-8907000.0,-182000.0,,1760000.0,,,6494000.0,5919000.0,8635000.0,1277000.0,-1738000.0,2046000.0,,,,1277000.0,68.8781,3817000.0,,,4015000.0,
730469,0.0,17655000.0,,Alpharma LLC,83910000.0,-145435000.0,,,730469.0,343523000.0,-145435000.0,-26526000.0,,716010000.0,,80150000.0,,,,1.0,,373462000.0,808333000.0,1151856000.0,-145435000.0,29992000.0,164276000.0,,,Other Investment Pools and Funds,-145435000.0,-4.86563,587529000.0,,,605184000.0,
730469,,72931000.0,,,124297000.0,233466000.0,,,,847887000.0,233466000.0,-50965000.0,,900794000.0,,129132000.0,,,,,,600418000.0,762548000.0,1610435000.0,233466000.0,54865000.0,206438000.0,,,,233466000.0,5.80553,452190000.0,,,525121000.0,
6201,1.0,1791000000.0,,American Airlines Group Inc,1156000000.0,5667000000.0,1092000000.0,,6201.0,6858000000.0,5667000000.0,-140000000.0,,17730000000.0,,5718000000.0,,,,0.0,,4424000000.0,17516000000.0,24374000000.0,5667000000.0,656000000.0,5864000000.0,,,Scheduled Air Transportation,5667000000.0,38.22735,4436000000.0,85000000.0,,6227000000.0,
6201,,2233000000.0,,,1381000000.0,5648000000.0,1202000000.0,,,7176000000.0,5648000000.0,-111000000.0,,19703000000.0,,5950000000.0,,,,,,5179000000.0,19037000000.0,26213000000.0,5648000000.0,770000000.0,6990000000.0,,,,5648000000.0,37.14261,4037000000.0,89000000.0,,6270000000.0,
65695,,,,ANR Pipeline Co,,,,,65695.0,,,,,,,,,,,,,,,,,,,,,Pipeline Transportation of Natural Gas,,,,,,,
65695,,1000000.0,,,224000000.0,800000000.0,39000000.0,,,800000000.0,800000000.0,,,621000000.0,,334000000.0,-3000000.0,,,,,327000000.0,920000000.0,1720000000.0,800000000.0,139000000.0,153000000.0,,,,800000000.0,800000.0,497000000.0,,,498000000.0,
3197,1.0,3826000.0,,CECO Environmental Corp,442000.0,-4254000.0,729000.0,,3197.0,9038000.0,-4254000.0,1111000.0,,22414000.0,,-3260000.0,,,,0.0,,27439000.0,47411000.0,56448000.0,-4254000.0,-943000.0,12934000.0,,,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",-4254000.0,-0.50133,27351000.0,,,31078000.0,
3197,,1666000.0,,,2049000.0,-5620000.0,2154000.0,,,7008000.0,-5620000.0,-2347000.0,,89817000.0,,-3950000.0,,,,,,27449000.0,47946000.0,54954000.0,-5620000.0,-690000.0,16759000.0,,,,-5620000.0,-0.71267,28211000.0,,,29877000.0,
2601,0.0,66244000.0,,Aeroflex Inc,22467000.0,175425000.0,,,2601.0,201644000.0,175425000.0,-4232000.0,,188750000.0,,8690000.0,,,,1.0,,163564000.0,47851000.0,249495000.0,175425000.0,14379000.0,29978000.0,,,Semiconductor and Other Electronic Component Manufacturing,175425000.0,3.12177,-51159000.0,,,15085000.0,
2601,,81908000.0,,,32440000.0,213829000.0,,,,255121000.0,213829000.0,-6251000.0,,232553000.0,,30044000.0,,,,,,189471000.0,55131000.0,310252000.0,213829000.0,21354000.0,37097000.0,,,,213829000.0,3.58353,-68575000.0,,,13333000.0,
1230869,1.0,1040484.0,,ASA Gold and Precious Metals Ltd,5617486.0,215510344.0,,,1230869.0,215510344.0,215510344.0,,,7686568.0,,42578539.0,,,147000000.0,0.0,,,1189471.0,216699815.0,215510344.0,,,,,Other Investment Pools and Funds,215510344.0,7.482997,-1040484.0,1040484.0,,0.0,
1230869,,10678800.0,,,5732101.0,168206554.0,,,,168206554.0,168206554.0,,,7950316.0,,42541000.0,,,192000000.0,,,,6975478.0,175181902.0,168206554.0,,,,,,168206554.0,5.840506,-10678800.0,10678800.0,,0.0,
859163,1.0,175654000.0,,AVX Corp,221231000.0,909526000.0,,,859163.0,982021000.0,909526000.0,-83627000.0,,1630273000.0,,675234000.0,,,2859990000.0,0.0,,846816000.0,326310000.0,1308331000.0,909526000.0,156932000.0,282687000.0,,,Semiconductor and Other Electronic Component Manufacturing,909526000.0,5.21239,-145364000.0,,,30290000.0,
859163,,496186000.0,,,824548000.0,1432125000.0,,,,1505034000.0,1432125000.0,-142577000.0,,2608113000.0,,1218308000.0,,,4115180000.0,,,1355286000.0,380064000.0,1885098000.0,1432125000.0,567537000.0,343533000.0,,,,1432125000.0,8.19753,-470291000.0,,,25895000.0,
764622,1.0,20705000.0,,Pinnacle West Capital Corp,547285000.0,2205733000.0,419842000.0,,764622.0,2205733000.0,2205733000.0,-8794000.0,,,,668284000.0,28193000.0,,4035650000.0,0.0,,498794000.0,4402773000.0,6608506000.0,2205733000.0,269772000.0,495490000.0,,,"Electric Power Generation, Transmission and Distribution",2205733000.0,26.00335,2338445000.0,,,2359150000.0,
764622,,10363000.0,,,644838000.0,2382714000.0,431229000.0,,772527.0,2382714000.0,2382714000.0,475000.0,,,,849883000.0,193502000.0,,3542310000.0,,,793913000.0,4780271000.0,7162985000.0,2382714000.0,302332000.0,1191298000.0,,,,2382714000.0,28.08978,2490964000.0,,,2501327000.0,
706688,1.0,99000.0,,Aaron's Inc,45407000.0,183718000.0,102324000.0,,706688.0,183718000.0,183718000.0,,,437359000.0,,159313000.0,,,275950000.0,0.0,,,134690000.0,318408000.0,183718000.0,25602000.0,,,,Consumer Goods Rental,183718000.0,2.73233,72661000.0,,,72760000.0,
706688,,95000.0,,,49531000.0,190866000.0,120650000.0,,,208538000.0,190866000.0,,,502920000.0,,185782000.0,,,314960000.0,,,,171841000.0,380379000.0,190866000.0,27261000.0,,,,,190866000.0,2.84614,104674000.0,,,104769000.0,
1800,1.0,723296000.0,,Abbott Laboratories,3149375000.0,5852744000.0,,,1800.0,7427595000.0,5852744000.0,-147778000.0,,13177625000.0,,6174007000.0,,,74865940000.0,0.0,,6419754000.0,7043449000.0,14471044000.0,5852744000.0,2445759000.0,4516711000.0,,,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",5852744000.0,3.78324,1509764000.0,,,2233060000.0,
1800,,1156718000.0,,,3400575000.0,7015646000.0,,,,8570906000.0,7015646000.0,-361377000.0,,13745916000.0,,7229586000.0,,,86550500000.0,,,7376241000.0,6712348000.0,15283254000.0,7015646000.0,2785977000.0,4297540000.0,,,,7015646000.0,4.53813,399104000.0,,,1555822000.0,
1039778,0.0,24000000.0,,Abitibi Consolidated Inc,362000000.0,1335000000.0,234000000.0,,1039778.0,1489000000.0,1335000000.0,0.0,,2484000000.0,,1053000000.0,-40000000.0,,,1.0,,791000000.0,2225000000.0,3714000000.0,1335000000.0,216000000.0,431000000.0,,,"Pulp, Paper, and Paperboard Mills",1335000000.0,5.34,1393000000.0,,,1372000000.0,
1039778,,123000000.0,,,858000000.0,1758000000.0,531000000.0,,,3095000000.0,1758000000.0,-13000000.0,,5370000000.0,,-399000000.0,59000000.0,,,,,1659000000.0,8160000000.0,11255000000.0,1758000000.0,200000000.0,1698000000.0,,,,1758000000.0,3.99545,5529000000.0,,,5592000000.0,
1923,0.0,7269000.0,,Servidyne Inc,9251000.0,22346000.0,,,1923.0,22346000.0,22346000.0,0.0,,174133000.0,,17725000.0,-3856000.0,,11640000.0,1.0,,32300000.0,80500000.0,102843000.0,22346000.0,-457000.0,21480000.0,,,Nonresidential Building Construction,22346000.0,6.58883,46024000.0,,,53293000.0,
1923,,11449000.0,,,4399000.0,21285000.0,,,,22505000.0,21285000.0,0.0,,152110000.0,,17931000.0,-4570000.0,,11070000.0,,,29085000.0,75115000.0,97617000.0,21285000.0,676000.0,17644000.0,,,,21285000.0,6.2612,40441000.0,,,51890000.0,
1961,1.0,1821000.0,,Worlds Inc,-3240000.0,-155000.0,,,1961.0,978000.0,-155000.0,-163000.0,,507000.0,,-12675000.0,,,1630000.0,0.0,,2288000.0,3803000.0,4781000.0,-155000.0,-3340000.0,3736000.0,,,Other Information Services,-155000.0,-0.04369,301000.0,,,2122000.0,
1961,,,,,-2128000.0,,,,,,,137000.0,,1461000.0,,,,,510000.0,,,,,,,-3285000.0,,,,,,,,,,,
2034,0.0,4964000.0,,Tri Harbor Holdings Corp,9173000.0,59137000.0,,,2034.0,63604000.0,59137000.0,-3505000.0,,185308000.0,,35697000.0,-184000.0,,54310000.0,0.0,,73839000.0,24477000.0,88081000.0,59137000.0,6344000.0,23569000.0,,,Drugs and Druggists' Sundries Merchant Wholesalers,59137000.0,2.90354,-3414000.0,,,1550000.0,
2034,,8298000.0,,,5856000.0,58836000.0,,,,69203000.0,58836000.0,6280000.0,,178154000.0,,38006000.0,1455000.0,,67830000.0,,,90558000.0,35970000.0,105173000.0,58836000.0,4245000.0,35299000.0,,,,58836000.0,2.68045,3947000.0,,,12245000.0,
2062,1.0,,,ACMAT Corp,7957000.0,33559000.0,,,2062.0,36128000.0,33559000.0,,,,,35152000.0,-874000.0,,27080000.0,0.0,,,89728000.0,125855000.0,33559000.0,3014000.0,,,,Insurance Carriers,33559000.0,11.61444,,,,30793000.0,
2062,,,,,6456000.0,35242000.0,,,,37484000.0,35242000.0,,,,,35326000.0,412000.0,,49020000.0,,,,74734000.0,112215000.0,35242000.0,2224000.0,,,,,35242000.0,13.47769,,,,27697000.0,
2098,1.0,88000.0,,Acme United Corp,605000.0,6725000.0,,,2098.0,6918000.0,6725000.0,1648000.0,,35857000.0,,-2212000.0,-1659000.0,,9860000.0,0.0,,15460000.0,13850000.0,20768000.0,6725000.0,2168000.0,8530000.0,,,Cutlery and Handtool Manufacturing,6725000.0,1.91756,7538000.0,,,7626000.0,
2098,,22000.0,,,2430000.0,7721000.0,,,,7893000.0,7721000.0,-1707000.0,,31921000.0,,-1151000.0,-504000.0,,13450000.0,,,16450000.0,13226000.0,21119000.0,7721000.0,1061000.0,7988000.0,,,,7721000.0,2.20077,7492000.0,,,7514000.0,
747435,1.0,1054000.0,,ALUF Holdings Inc,-677000.0,3208000.0,,,747435.0,3208000.0,3208000.0,-325000.0,,5847000.0,,216000.0,122000.0,,3760000.0,0.0,,3606000.0,2061000.0,5269000.0,3208000.0,-233000.0,1160000.0,,,Software Publishers,3208000.0,320800.0,193000.0,,,1247000.0,
747435,,615000.0,,,238000.0,2911000.0,,,,3459000.0,2911000.0,185000.0,,7764000.0,,311000.0,-19000.0,,1990000.0,,,3914000.0,2871000.0,6330000.0,2911000.0,95000.0,1792000.0,,,,2911000.0,291100.0,1334000.0,,,1949000.0,
2186,1.0,2000.0,,BK Technologies Corp,-1722000.0,6377000.0,,,2186.0,6377000.0,6377000.0,100000.0,,22404000.0,,-16871000.0,-170000.0,,2160000.0,0.0,,13080000.0,16476000.0,22853000.0,6377000.0,-2294000.0,7404000.0,,,Communications Equipment Manufacturing,6377000.0,1.26367,10877000.0,,,10879000.0,
