Instrument,Instrument Is Active Flag,Cash and Short Term Investments,"Working Capital, Period over Period Average (Pvt)",Company Common Name,Operating Income,Tangible Book Value - Reported,Depreciation And Amortization,Earnings Before Interest & Taxes (EBIT) (Pvt),CIK Number,Total Equity,Tangible Book Value - Utility,Inventories (CF),Price,Net Sales,Pricing Volatility,Retained Earnings (Accumulated Deficit),Accounts Payable (CF),Geographic Earnings Before Interest and Taxes (EBIT),Market Value for Company,Delisted Quote Flag,"Working Capital, Period over Period % Change (Pvt)",Total Current Assets,Total Liabilities,"Total Assets, Reported",Tangible Book Value - Banks,"Net Income/Starting Line, Cumulative",Total Current Liabilities,Market Capitalisation,Stock Price,NAICS Industry Group Name,Tangible Book Value - Insurance,Tangible Book Value Per Share,Net Debt Incl. Pref.Stock & Min.Interest,Cash,Business Earnings Before Interest and Taxes (EBIT),Total Debt,"Total Inventory, 5 Year Compounded Annual Growth Rate (Pvt)"
1029402,1.0,,,Energy and Environmental Services Inc,,,,,1029402.0,,,,,,,,,,,0.0,,,,,,,,,,Basic Chemical Manufacturing,,,,,,,
1680713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019260,0.0,1094259.0,,Etruscan Resources Inc,-8957091.0,7904571.0,,,1019260.0,7904571.0,7904571.0,,,0.0,,-61351395.0,,,,1.0,,1490692.0,1308424.0,9212994.0,7904571.0,-9067881.0,1308424.0,,,Metal Ore Mining,7904571.0,0.218272,-1094259.0,,,0.0,
1019260,,785274.0,,,-112080.0,7283014.0,,,,7283014.0,7283014.0,,,1257498.0,,-60788436.0,,,,,,897183.0,1084123.0,8367773.0,7283014.0,-675071.0,1084123.0,,,,7283014.0,0.193762,-785274.0,,,0.0,
1263011,1.0,581866.0,,Excellon Resources Inc,-382177.0,106328.0,,,1263011.0,106328.0,106328.0,,,,,-3584476.0,,,1190000.0,0.0,,756034.0,649707.0,756034.0,106328.0,-380864.0,649707.0,,,Metal Ore Mining,106328.0,0.01983,-135029.0,,,446836.0,
1263011,,1894.0,,,-1562003.0,-58092.0,,,,-58092.0,-58092.0,,,,,-5134182.0,,,7010000.0,,,599861.0,658585.0,599861.0,-58092.0,-1561365.0,606176.0,,,,-58092.0,-0.007047,50515.0,,,52409.0,
1479736,1.0,95000.0,,Azimut Exploration Inc,-162000.0,306000.0,1000.0,,1479736.0,306000.0,306000.0,,,,,-3390000.0,,,280000.0,0.0,,105000.0,368000.0,675000.0,306000.0,-163000.0,18000.0,,,Metal Ore Mining,306000.0,0.0363,255000.0,94000.0,,350000.0,
1479736,,73000.0,,,16000.0,322000.0,1000.0,,,322000.0,322000.0,,,,,-3423000.0,,,510000.0,,,100000.0,371000.0,692000.0,322000.0,16000.0,21000.0,,,,322000.0,0.03739,277000.0,73000.0,,350000.0,
1526966,1.0,,,Orbite Technologies Inc,,,,,1526966.0,,,,,,,,,,580000.0,0.0,,,,,,,,,,Alumina and Aluminum Production and Processing,,,,,,,
