,ISIN,error
NUHC,US6699081054,
NVO,US6701002056,
NUE,US6703461052,
SUR,,No best match available
USAE,US90345G1094,
HZHI,US44041J2069,
OICO,US6708411052,
REM.2,,No best match available
OPST,US6710031013,
NEWT,,No best match available
OAKR,,No best match available
OXY,US6745991058,
OCENY,US6746272037,
OBCI,,No best match available
OII,US6752321025,
OCEX,,No best match available
STRD,,No best match available
ITI,,No best match available
BRSWQ,US1103941035,
OGBY,US6770072055,
OART,US6771431094,
FE,US3379321074,
ZZ,US8121393016,
AEP5,,No best match available
ODC,US6778641000,
OLGR,,No best match available
OGE,US6708371033,
OLN,US6806652052,
OCR,,No best match available
OSI.3,,No best match available
OLP,US6824061039,
ONEI,US6825051021,
OKE,US6826801036,
OPTC,US6838182078,
ORBK,IL0010823388,
ED2,FR0010400143,
ORBT,US6855593041,
BPET.,,No best match available
OTTR,US6896481032,
OSG,US69036R8631,
OMI,US6907321029,
OC,US6907421019,
OI,US6907684038,
OXM,US6914973093,
PFIN,,No best match available
0431B,NL0013670524,
HYPRQ,US44913S5082,
PHH,,No best match available
PNC,US6934751057,
PPG,US6935061076,
PVCO,US6936513091,
PCAR,,No best match available
PCG,US69331C1080,
UWN,,No best match available
SRE,US8168511090,
MEC2,,No best match available
PXR.1,,No best match available
PLL.1,,No best match available
SMM,US79471V1052,
PTTTS,US6971161012,
PEL1,CH0006328758,
LVCI,US52729D3008,
7259B,,No best match available
PAR,US6988841036,
PDI,US72201Y1010,
PARF,,No best match available
PLLL.,,No best match available
PKE,US70014A1043,
PKOH,US7006661000,
ECORF,CA2844451039,
PKD,US7010815071,
PH,,No best match available
PKY.1,,No best match available
PRLX.,,No best match available
RCVA.,,No best match available
PATK,US7033431039,
GDP,,No best match available
PPTV,US6935192095,
PAYO,US7043221065,
PAYX,US7043261079,
PMFG,US69345P1030,
AFG,,No best match available
PVAC,,No best match available
JCP1,,No best match available
JCP,US7081601061,
FE4,US3535141028,
PPL,US69351T1060,
FE2,US30241L1098,
PEI,,No best match available
PNR,IE00BLS09M33,
RMI.1,,No best match available
PGL.1,,No best match available
PGL3,,No best match available
PBY,US74348T4094,
PEP,,No best match available
VRDI,US92342W1036,
3PERF,,No best match available
TPC,US9011091082,
ABI.3,,No best match available
PBT,US7142361069,
DFCO,US2354964031,
PDCE,US69327R1014,
PHIKQ,US69336T2050,
PFE,US7170811035,
PD.1,,No best match available
EXC,US30161N1019,
WTR,US03836W1036,
MO,US02209S1033,
PHI,US69344D4088,
PHG,US5004723038,
COP,,No best match available
PVH,US6936561009,
DUK1,,No best match available
PIR,US7202795040,
SENEA,US8170705011,
PIO.1,,No best match available
AGYS,,No best match available
PJC,US7240781002,
PBI,US7244791007,
PW,US73933H1014,
2638B,FRBNPP014TZ0,
PLT,US7274931085,
PLA.3,,No best match available
KGC,CA4969024047,
PPP.3,,No best match available
IPDN,,No best match available
POLXF,BS7317282002,
PTBTQ,US7328271009,
PORT,,No best match available
POSS,US7374071063,
PCH,,No best match available
AYE2,,No best match available
POM,,No best match available
POWL,US7391281067,
PWCDF,CA7392391016,
PPD,,No best match available
PCP,,No best match available
PDNLB,US7410042045,
PCMC.,,No best match available
PTNX,US7425781074,
PG,,No best match available
1279B,,No best match available
ASN,,No best match available
PL,,No best match available
NU4,US7625441040,
PNM,US69349H1077,
SCG2,,No best match available
AEP12,,No best match available
PEG,US7445731067,
CARD,,No best match available
PUSH,,No best match available
5495B,,No best match available
PHM,US7458671010,
PGAI,,No best match available
PCYO,US7462283034,
AGX,US04010E1091,
PDO,,No best match available
KWR,US7473161070,
NXGN,,No best match available
NX.2,,No best match available
ASYS,US0323325045,
QMCO,US7479065010,
QBCRF,CA7481932084,
STR,,No best match available
QUIX,US7490561070,
RCMT,US7493604000,
RJF,US7547301090,
RES,US7496601060,
RPM,US7496851038,
RADN,,No best match available
USLM,US9119221029,
RAVN,,No best match available
RTN,US7551115071,
IHT,US4579191085,
REF,,No best match available
RBC,US7587501039,
RGS,US7589321071,
RTMAF,CA7594042052,
RLBY,US7599031074,
HBC2,US4042804066,
AN,,No best match available
REXI,,No best match available
MGSR,US5597742031,
TRIN.,,No best match available
RPCF,,No best match available
REY,,No best match available
RELL,US7631651079,
RICOY,US7656583074,
DSVTF,CA2553712050,
RSKIA,US7677202043,
RAD,US7677548726,
RESC,KZ1C00000140,
RGCO,US74955L1035,
RBN,,No best match available
EDVC,,No best match available
ROK,US7739031091,
RMMI,,No best match available
RCI,CA7751092007,
ROG,US7751331015,
ROH,,No best match available
ROL,,No best match available
WEFN,,No best match available
SURW,US8687331061,
ROST,,No best match available
RSE,,No best match available
RDC,,No best match available
ROWC,US7795281085,
RGLD,,No best match available
ADMH,US00723N1054,
HTSI,US4145851097,
KIDBQ,US49375T1007,
RML.1,,No best match available
RYAN,,No best match available
R,US7835491082,
RYL,,No best match available
SKFBQ,US7837741021,
SBEI,,No best match available
SEIC,US7841171033,
EXEX,,No best match available
PGNT,US69912T1088,
SJW,US7843051043,
SLI,,No best match available
PVCT,US74373P1084,
VRX.1,,No best match available
SBR,US7856881021,
CEG2,,No best match available
SAF,US80349A5056,
SFE,US7864492076,
SWY,,No best match available
ARHN,US03957P3091,
STJ,,No best match available
ST.Z,,No best match available
STLS.,,No best match available
SJT,US7982411057,
SNDS.,,No best match available
MSI.2,,No best match available
HSH,,No best match available
OLAB,,No best match available
SO5,BG1100086070,
0053A,,No best match available
SCG,,No best match available
PSFX,US7461452002,
ESHB,,No best match available
SGP,,No best match available
SLB,,No best match available
SCHL,US8070661058,
SHLM,US8081941044,
1134B,FRBNPP014P09,
LTTC,US5184141076,
SFA.1,,No best match available
TRTI,,No best match available
SCND,,No best match available
SCIXF,IL0010823537,
SLGD,US8102021016,
SEB,,No best match available
APPS,,No best match available
LPTC,US52186M1080,
SEE,US81211K1007,
SCC.2,,No best match available
3SELA,,No best match available
IIN,,No best match available
SMTC,,No best match available
SNTX.,,No best match available
SKCO,US78668E1082,
SCI,US8175651046,
5946B,,No best match available
LGN.2,,No best match available
SVT,US8177321002,
SAWLF,CA8204391079,
3SCUA,,No best match available
SHEN,,No best match available
SHW,US8243481061,
SSMH,US8250982050,
SBON,US8257911060,
SIE,,No best match available
SRP1,,No best match available
JDOGQ,,No best match available
SIF,US8265461033,
SIAL,,No best match available
SYMM,US8715431040,
MUX,US58039P1075,
PVSP,US7157092005,
SKY.1,,No best match available
AOS,US8318652091,
SII,,No best match available
0173A,,No best match available
SJM,,No best match available
SNA,US8330341012,
KEY,US4932671088,
SOFT,,No best match available
SODI,,No best match available
SNSTA,US8354384096,
SON,US8354951027,
SNE,US8356993076,
SCG1,,No best match available
SJI,US8385181081,
PES,,No best match available
SEN.2,,No best match available
EIX,US2810201077,
SRE2,,No best match available
AWR,US0298991011,
SO,,No best match available
SNT1,,No best match available
SUG,,No best match available
LUV,US8447411088,
SWX,US8448951025,
SWWC,US8453311073,
T,US00206R1023,
AEP13,,No best match available
SWN,US8454671095,
NCE2,,No best match available
SPAN,US8463961099,
SPAR,,No best match available
SEH,,No best match available
SPA,,No best match available
SPEC.,,No best match available
SPIR,,No best match available
STAA,,No best match available
STDE,US8533731084,
SMSC,,No best match available
SMP,US8536661056,
CAA,,No best match available
SXI,US8542311076,
SWK,US8545021011,
NDDG,US67035V1098,
SCX,US8556681091,
STT,US8574771031,
STTX.,,No best match available
STE.Z,,No best match available
SCL,US8585861003,
STL.2,,No best match available
PREIF,CA74019D1050,
SVC.1,,No best match available
STC,US8603721015,
PSA,US74460D1090,
SRR,,No best match available
SYK,US8636671013,
NAVI,,No best match available
RGR,US8641591081,
SMFG,US86562M2098,
SQA.A,US8173201042,
SUN.1,,No best match available
SNR.1,,No best match available
STI,US8679141031,
SVU,,No best match available
SUP,US8681681057,
SGC,,No best match available
SUPX,US8685321023,
STRN,,No best match available
SNKI,US8697163082,
SBOW,US82836G1022,
GROV,,No best match available
SBL.2,,No best match available
TPHS,US89656D1019,
SYNL,US8715651076,
3NZYM,,No best match available
SYY,US8718291078,
TTDKY,US8723514084,
TE,,No best match available
TELOZ,US8723821067,
TIII,US8724792093,
TNRK,US8725952027,
TRR,,No best match available
TSRI,US8728852075,
TVINQ,US8729161013,
TE1,,No best match available
RSHCQ,US74979E1010,
ETUB,US2984111094,
HZUVF,CA44052G2080,
HUT.1,,No best match available
TSTY,US8765533067,
TAYD,US8771631053,
TISI,US8781551002,
SIMC,,No best match available
TCCO,,No best match available
PULS.,,No best match available
SSY,US86737U1025,
TRCI,,No best match available
TECK,,No best match available
TECU,US8788953094,
TRC,US8790801091,
TEK.1,,No best match available
ATI,US01741R1023,
TFX,US8793691069,
TDS,US8794338298,
TLAB,US8796641004,
TMCO,US8797011009,
TIN,,No best match available
AHNA,,No best match available
TNC,US8803451033,
TEN,US8803491054,
3015A,,No best match available
AMIC,US0267604058,
TER,,No best match available
ANDV,US0422051047,
CHEXF,CA05382F2026,
ALFA,,No best match available
BEES,US07712Y1091,
ETAH,US29760J1079,
TZZ.,,No best match available
UAL2,,No best match available
4093A,,No best match available
TXI,,No best match available
TXN,,No best match available
PNM2,,No best match available
TPL,US8826101086,
0033A,,No best match available
0032A,,No best match available
TVOC,US8828532031,
TXT,US8832031012,
TMO,US8835561023,
TDYT,US8836224092,
TNB,,No best match available
THO,US8851601018,
THOR.,,No best match available
COMS,,No best match available
TIRTZ,US8864101097,
TDW,US88642R1095,
SIX,US83001A1025,
GURU,,No best match available
TKR,US8873891043,
TOD,,No best match available
TOFB,US88906B1052,
FE3,US3178842031,
TR,,No best match available
TMK,,No best match available
TRGL,US98919T4076,
TTC,US8910921084,
TTLO,US8913051046,
TOSYY,US8914933069,
TPRP,US8918523031,
TSS,US8919061098,
1231B,FRBNPP014RP5,
IWAT,,No best match available
TNLX,US8932473049,
TRP,CA87807B1076,
USOO,US9033691067,
E1,ARDEUT112612,
TRNS,,No best match available
TRNT,US8937821028,
BZC,,No best match available
TY,US8954361031,
TRCO,,No best match available
ELXS,,No best match available
TMED,,No best match available
TRN,US8965221091,
TRT,US8967122057,
UNS,,No best match available
AVST,GB00BDD85M81,
VNRX,US9286611077,
TWIN,US9014761012,
0120A,,No best match available
TYC,,No best match available
TYL,US9022521051,
BTGI,,No best match available
TSN,US9024941034,
UAL,US9100471096,
UGI,US9026811052,
URS,,No best match available
USG,,No best match available
8116B,,No best match available
MDIZQ,US5527052048,
UNAM,US9046071083,
UFI,US9046772003,
UNF,US9047081040,
UL,US9047677045,
UN,US9047847093,
UNLL,,No best match available
UNUL.,,No best match available
DOW2,,No best match available
AEE,US0236081024,
SE2,,No best match available
DUK7,,No best match available
BNPC,US86324B1035,
UNP,US9078181081,
4168A,,No best match available
GFOO,US37252L1008,
UNT,US9092181091,
CQB,,No best match available
UDR,US9026531049,
UG,,No best match available
UNH,US91324P1021,
UIL,,No best match available
UIC,,No best match available
UMBF,US9027881088,
UMH,US9030021037,
UPS,US9113121068,
UAMY,US9115491030,
USEG,,No best match available
UST.1,,No best match available
ESND,,No best match available
COWP,US1370031098,
UTX,US9130171096,
S,US85207U1051,
SGMS,US80874P1093,
DLOV,US23437P2083,
UTL,US9132591077,
SXT,US81725T1007,
UVV,US9134561094,
UUU,US9138213023,
UHS,US9139031002,
CTTC,US13126R1023,
UTMD,US9174881089,
ILA,,No best match available
VFC,US9182041080,
VSEC,,No best match available
AROX,US0143491043,
SWHI.,,No best match available
VMI,US9202531011,
VAL,GB00BJVJZD68,
VALU,,No best match available
VAR,US92220P1057,
VECO,US9224171002,
VELCF,AN9225711045,
7621B,,No best match available
AXYS,US0546151095,
QFABQ,US7473991039,
MNHN,US5627541015,
VCON,US9258111015,
0949B,,No best match available
VIDE,US9265551039,
CUSI,US2299042067,
VLGEA,US9271074091,
VRAI.,,No best match available
VIRC,US9276511097,
D1,,No best match available
VSH,US9282981086,
VISI,,No best match available
VLVLY,US9288541082,
VNO,US9290421091,
VMC,US9291601097,
WDFC,US9292361071,
FTO,,No best match available
WJXFF,CA9307831052,
WMT,US9311421039,
WBA,,No best match available
WLKF,,No best match available
XBTCQ,US98419U1025,
COVR,,No best match available
3WTEC,,No best match available
ALTV,,No best match available
WGL,US92924F1066,
GHC,,No best match available
WRE,US9396531017,
WSCI,US92932Q1022,
AVA,US05379B1070,
ZRBA,US9891311071,
WSO,US9426222009,
WPP.2,,No best match available
WEBPQ,US9473301060,
WRI,US9487411038,
WMK,US9488491047,
WLC.1,,No best match available
AGNUQ,,No best match available
WEN.2,,No best match available
WSC.2,,No best match available
GBR,,No best match available
WST,,No best match available
AEP14,,No best match available
WDC,US9581021055,
NU3,NL0010395208,
CHJI,US16890B1044,
0602B,NL0013672231,
2461B,,No best match available
WLBAQ,US9608781061,
WNGRF,CA9611485090,
MWV,,No best match available
WWON,US96181Q1013,
WEYS,US9621491003,
WY,US9621661043,
HNH,,No best match available
WHR,US9633201069,
WTNY,US9666121036,
JW.A,US9682232064,
WMB,US9694571004,
WMSI,US9694932040,
WMS.1,,No best match available
WSM,,No best match available
WL,,No best match available
WLSE,US9718892097,
APN.1,,No best match available
WINN,,No best match available
WGO,US9746371007,
JAX,US46609J1060,
WEC,US92939U1060,
WIC1,,No best match available
LNT,US0188021085,
WEC3,,No best match available
WWW,US9780971035,
WDHD,US9794381080,
WWD,US9807451037,
FL,US3448491049,
WOR,US9818111026,
WWY,,No best match available
XRX1,,No best match available
IFABF,CA45172X2032,
XRX,US98421M1062,
KEG,US49309J1034,
YRCW,US9842496070,
YORW,US9871841089,
SLCM,US82706F1012,
ZLC,,No best match available
SPB,US84790A1051,
TJX,US8725401090,
ZGCO,US9895063082,
ZION,US9897011071,
ZIGO,US9898551018,
FLUXD,,No best match available
FNCX,,No best match available
IDNX,US4519061018,
OSK,US6882392011,
WTM,BMG9618E1075,
MSMT,,No best match available
YYY,US3015053016,
TSRE,US89255N2036,
UCBB,US91734Q1040,
QLYS,US74758T3032,
TMG.1,,No best match available
PENX,US7070511081,
SKFRY,US7843754042,
SNDTF,CA7997743025,
ALEX,,No best match available
SF,US8606301021,
PTOP,US7054841033,
MCCHF,CA5799031052,
ECA,CA2925051047,
SRSCQ,CA81234D1096,
ROC.Z,,No best match available
ALLP,,No best match available
LCII,US50189K1034,
CASM,US1247692098,
JKHY,US4262811015,
0419B,NL0013670409,
BSC.1,,No best match available
GLCH,US3773412016,
NHHC,US6363801076,
BLSH,US09624G1013,
ASB,US0454871056,
NMIH,US6292093050,
BBT,US0549371070,
VLY,US9197941076,
ARKR,US0407121013,
BXG,US09629F1084,
6870B,,No best match available
PPCBD,,No best match available
MYHI.,,No best match available
USMI,US9117183023,
EMCD,US78468R5072,
CJNK,US78468R6062,
FMBI,US3208671046,
CWNM.,,No best match available
AEPI,US0010311035,
AITA,,No best match available
DPAC,US2332691094,
NOVL,US6700061053,
BLUD1,,No best match available
HZNM,US44043B1026,
HECO,US86280R2094,
ATG,,No best match available
NGVC,US63888U1088,
APC,,No best match available
NE,GB00BFG3KF26,
ACUR,US00509L8028,
CAWW,US1248671026,
MIKR,,No best match available
QMED,,No best match available
TUES,US8990355054,
MLF.U,,No best match available
BHY.U,,No best match available
TOF.U,,No best match available
ELA.U,,No best match available
RMCF,,No best match available
UCIA,US9026333040,
EMLP,,No best match available
HREIF,CA4222391035,
TTY.U,VGG323351202,
RWFC,US75973A1025,
MEIL,US5915171079,
ARPI,,No best match available
I,LU0914713705,
EUFX,US74347W7424,
INXB,,No best match available
MJTV,US59408R1041,
SDOG,US00162Q8583,
RBB,US74930B1052,
SIHXF,CA75915M1077,
TMR,,No best match available
CAV.2,,No best match available
EMC,,No best match available
ALRN.,,No best match available
BYI,,No best match available
LAND,,No best match available
ALTX,US0214541031,
DRTK,,No best match available
MTOX,US5849772018,
TLXTQ,US87944M1071,
ELGT,US2848533061,
DGSE,,No best match available
ADVBQ,US0079422046,
SCNI,,No best match available
MRTI,US57774B1098,
HIRD,,No best match available
GOTTQ,US3834851095,
BIG,US0893021032,
MS,,No best match available
BED,,No best match available
JAVA,,No best match available
TROW,US74144T1088,
CAU,GB0034291418,
NNN,US6374171063,
MSFT,,No best match available
ORCL,,No best match available
0139A,,No best match available
COTY,US2220702037,
3ADIE,,No best match available
TECD,,No best match available
OSIP,US6710401034,
RGEN,,No best match available
3PHTW,,No best match available
XRIT,US9838571035,
DMCD,US2514642022,
CFWFF,CA1295841086,
DSS.1,,No best match available
DTV.2,,No best match available
AUTO.,,No best match available
TKLC,US8791011039,
CY,,No best match available
LLTC,US5356781063,
SGDE,US8489072004,
GENZ,US3729171047,
SIGM,,No best match available
MEAS,US5834211022,
AMAG,,No best match available
XOMA,US98419J2069,
SXCL,US8581222036,
GBIM,US37957B1008,
ASTE,US0462241011,
WERN,US9507551086,
CYTO,US2328243009,
DINE,,No best match available
TCAR,US88032U1007,
MPLX,US55336V1008,
DLHC,US23335Q1004,
JMI,,No best match available
BNI1,,No best match available
EUSP,,No best match available
VGZ,CA9279263037,
3CLIF,,No best match available
HMA,,No best match available
BRPC.,,No best match available
SVCBY,US8695874029,
REFR,,No best match available
3CHBD,,No best match available
AMWD,US0305061097,
AVAN.,,No best match available
NHYDY,US6565316055,
RDS.A,US7802592060,
HOG,US4128221086,
CLZR,US1369071022,
SKYW,,No best match available
TOL,US8894781033,
DYTM,US2681451090,
FRED,US3561081007,
GROW,,No best match available
IGNE,US4516951005,
EGL,,No best match available
TWMC,US89336Q2093,
AURX.,,No best match available
POR,US7365088472,
CTON,US8136301004,
HCR,US4283371098,
VIVO,,No best match available
MM.1,,No best match available
CYBD,US2324411055,
GE2,TH0834010017,
IT,,No best match available
PDGE,US6932831034,
WTS,US9427491025,
PDEX,US74265M2052,
NVR,US62944T1051,
ARWD,US04276R1095,
INT,US9814751064,
FEP.1,,No best match available
JRN,,No best match available
CLFD,US18482P1030,
ADELQ,US0068481052,
ATUS,US02156K1034,
3MGRP,,No best match available
HYDP,,No best match available
GGOS,GB00B5PQ4K58,
LITHF,CA5368061027,
QUIP,,No best match available
CYSG,US13957Q1085,
RADA,,No best match available
ADBE,US00724F1012,
JOE,US7901481009,
HHS,US4161962026,
0067A,,No best match available
LNT2,,No best match available
PMULF,CA74624A1084,
FSYS,US35952W1036,
CX2,,No best match available
DJCO,US2339121046,
HSTC,US40432E1038,
CYAN,,No best match available
BRLI,US09057G6026,
VHI,US9189051009,
MAG.3,,No best match available
EHC,US29261A1007,
UNDT,US9134593014,
LAKE,US5117951062,
PTSI,US6931491061,
CNO,US12621E1038,
0191A,,No best match available
MHO,US55305B1017,
WACLY,US9300043042,
MANA,,No best match available
EMRI,,No best match available
MRTN,US5730751089,
FISV,US3377381088,
ABBY,,No best match available
BHR.,,No best match available
SEDN,US7841092098,
CKEC,US1434364006,
BCS,US06738E2046,
CAMD,US1304391022,
SGICQ,US8270563005,
HEMA,,No best match available
JECFF,CA4820723035,
CECX.,,No best match available
KBH,US48666K1097,
TGX,,No best match available
EGLDF,CA27928C2040,
GDLN,US4017161054,
BULL,,No best match available
LVNVF,,No best match available
CVM,US1508376076,
ABEO,,No best match available
ANIX,US03528H1095,
CMNT.,,No best match available
APYX,US03837C1062,
IBAL,US4590411090,
OGNG,US10567L1070,
UNM,US91529Y1064,
VRTC,US9234373051,
LYRI,US55235L2034,
DWWEF,CA2525931085,
PEG1,,No best match available
CCEP,,No best match available
PARS,,No best match available
STKL,,No best match available
STJC,US7900021095,
PACXF,,No best match available
CGC.4,,No best match available
PPC,,No best match available
HAR,,No best match available
LOJN,US5394511043,
BCST,US11131M1009,
CLGX,US21871D1037,
GIMO,US37518B1026,
VSRI,,No best match available
GTII,,No best match available
RENT,,No best match available
ISR,,No best match available
NGAS,,No best match available
LMLP.,,No best match available
JJSF,US4660321096,
HAN,,No best match available
DKL,US24664T1034,
CAPI,,No best match available
3ADTI,,No best match available
HTLD,US4223471040,
CERN,,No best match available
BPTR,,No best match available
NLCI,US6548891042,
3CUSI,,No best match available
LMEFF,CA5193221010,
ZQKSQ,US74838C1062,
ICAD,,No best match available
FPWBQ,US3507553028,
SCIE,US84760E3018,
CMVT,US2058624022,
TFCFA,,No best match available
SPFF,US37950E3339,
PFXF,US92189F4292,
TWLO.,,No best match available
SUN,,No best match available
AGMNF,CA03521Q1063,
AXLL,US05463D1000,
BOSA,,No best match available
MKL,US5705351048,
OSUR,US68554V1089,
GCGC,,No best match available
FRPH,US30292L1070,
DWAS,US46138E8425,
GDAY,US74347W4942,
CROC,US74347W4603,
ATKR1,,No best match available
RGRX,US75886X1081,
LEIX,,No best match available
PLXS,US7291321005,
LECT.,,No best match available
ARG,,No best match available
3BPPN,,No best match available
IOR,US4529261087,
CDZI,US1275372076,
IMKTA,US4570301048,
SHOS,US8123621018,
KRFT,US50076Q1067,
MHED,,No best match available
KTGDF,CA50117M1068,
XSPA,US98420U6047,
AWGI,,No best match available
STTX,,No best match available
BLD.2,,No best match available
HUSE,US86280R1005,
EGAS,,No best match available
GASE,,No best match available
SKDI,US86678L1035,
JOY,,No best match available
NWK,,No best match available
SYNO,,No best match available
AD,,No best match available
0097A,,No best match available
SEMUF,KYG812261058,
CSH,,No best match available
3NAVH,,No best match available
ONDOF,CA67418W1041,
NDP,US89148K1016,
SNV,US87161C5013,
DLWI,US2479092031,
EPGRQ,US29406L2016,
RDNT,US7504911022,
SMS.,,No best match available
JACK,,No best match available
RCHA,,No best match available
CAHR,,No best match available
FNF.1,,No best match available
3CYPC,,No best match available
NHP,,No best match available
HCP,US40414L1098,
EEI,,No best match available
5872B,,No best match available
GPKUF,CA38611W3084,
CMO,,No best match available
ICAGY,US4593481082,
MRGO,PR5666051015,
PARL,US7016451038,
IDMCQ,US4566071001,
ADGI,,No best match available
TNEX,,No best match available
OCLG,US68230M2098,
TGE.3,,No best match available
SOTK,US8354831088,
CYTR,,No best match available
AIZY,,No best match available
EACO.,,No best match available
CCAA,,No best match available
CDR,US1506022094,
BUTLQ,US1236491056,
CPFR,US1332551092,
PLAB,US7194051022,
FSH.2,,No best match available
3JNZZ,,No best match available
LAUR.,,No best match available
ICCC,US4525253062,
REPR,,No best match available
MESAQ,,No best match available
HJOE,,No best match available
MAMP,,No best match available
GLGDF,CA38045Y1025,
RCPIQ,US7720812046,
CFNB,,No best match available
DEVC,,No best match available
BHP,US0886061086,
CMPD,US2049144023,
SAFM,US8000131040,
TOPP.,,No best match available
CHHP.,,No best match available
STXN,,No best match available
CMD.2,,No best match available
VOQP,US9276252023,
PGR,US7433151039,
RLI,US7496071074,
3HDHL,,No best match available
WEC2,,No best match available
VOXX,US91829F1049,
BNTRF,CA0832981090,
STCB,US85526F2011,
NAKD.,,No best match available
BRL,,No best match available
NDCP,US63563D7021,
KOMG,,No best match available
EINF,US29372R2085,
GNCMA,US36164V1070,
SKS,,No best match available
DXLG,US25065K1043,
NWBD,,No best match available
ASM,,No best match available
MDG,,No best match available
CCC.1,,No best match available
3WMAN,,No best match available
SWTX,US8449092001,
CDNS,US1273871087,
TMSG,US87873L1044,
BRK1,CA8280621092,
BRK2,,No best match available
BRY,,No best match available
BDCO.,,No best match available
GNXE,US36874R1077,
LVLT,US52729N3089,
XETA,,No best match available
OPY,US6837971042,
GVHIB,US37953F1057,
PED,US70532Y3036,
3KMKC,,No best match available
MMTC,,No best match available
CNXS.,,No best match available
SHRPQ,US8200131006,
EBIX,US2787152063,
BCAS,US11132B2025,
SNGX,US8342233074,
CCL,PA1436583006,
DRJ,,No best match available
0189A,,No best match available
DRE,US2644115055,
GNTRF,CA37252D1087,
BWLR,,No best match available
CMCL,JE00BF0XVB15,
FILE,,No best match available
BPL,US1182301010,
HKFIQ,US4099001079,
MGP.2,,No best match available
ADGR,,No best match available
WWAV,US9662441057,
NNUTU,US41988L1035,
TBL,,No best match available
GFR,,No best match available
WSCRF,CA65704T1084,
MBI,US55262C1009,
BDN,US1053682035,
MIDD,,No best match available
TUG,,No best match available
EQC,US2946281027,
UHT,US91359E1055,
CPSH,US12619F1049,
ZNT,,No best match available
CELG,US1510201049,
CRMT,,No best match available
ABMD,US0036541003,
CNMD,US2074101013,
SIZ.1,,No best match available
EDAC,,No best match available
GRST,US29764P1093,
KORIY,US5005071080,
NLMP,US6366371002,
SEMIQ,US0165574072,
TIF,US8865471085,
NHLD,US6363752063,
QEH,US00768Y7500,
AIQ.1,,No best match available
GLIBA,US36164V3050,
HBK,,No best match available
ETEK,US27887Y1064,
ANGYF,,No best match available
ARCW,US00213H1059,
ATPL,US0491561025,
TEF,US8793822086,
LINT.,,No best match available
MDIV,US33738R1005,
TDIV,,No best match available
XRAY,,No best match available
UGNEQ,,No best match available
IEP,,No best match available
FUN,US1501851067,
6685B,,No best match available
CBS,US1248572026,
BNP.2,,No best match available
ASN.2,,No best match available
ZTS,US98978V1035,
PMD,,No best match available
BBRC,US19762B1035,
IPUR,US4579271010,
EMDD,,No best match available
OIVO,US68241L1098,
MHGU,US59000K3095,
NAMC,US6571933067,
NAII,,No best match available
ANLD,US0271181085,
LABL,US6253831043,
HRTX,US4277461020,
AIRM,,No best match available
KOOL,,No best match available
PZA.2,,No best match available
AGIS,,No best match available
AFAM,US0204091088,
YYLRA,US9124401046,
FICO,US3032501047,
RMK.,,No best match available
CADA.,,No best match available
SDNA,US8156771094,
RGLS,US75915K2006,
TRLA.,,No best match available
XHD.,,No best match available
CBM,US1320111073,
WEGI,US9738121006,
CMGE,US16952T1007,
BFTH,US05873K1088,
FLTX,IE00B4XKTT64,
TTS,,No best match available
3GXYF,,No best match available
MYR,,No best match available
SMLP,,No best match available
MPML,US5533582012,
SVLT,US86803W1071,
PTB.,,No best match available
COOP,,No best match available
JOUT,US4791671088,
GBCS,US37953J1079,
CIIG,US19624W1053,
NTRC,US6390121035,
3SAMC,,No best match available
BTT,US09257P1057,
ANTS,US0372711038,
TIGR.,,No best match available
CMS1,,No best match available
GDM.3,,No best match available
FGP,US3152931008,
VGR,US92240M1080,
GRYCF,CA38070T1012,
TVAGF,CA8729482031,
MEOH,CA59151K1084,
TRAAF,CA8962091036,
EYCCF,,No best match available
SCHW,US8085131055,
WRC,,No best match available
EXETF,CA30224T8639,
HUSKF,CA4480551031,
TORSF,CA8914742074,
CCHI,US13215A1016,
1641B,,No best match available
SITN,,No best match available
TGA,,No best match available
GLG.2,,No best match available
CAON,,No best match available
QZMRF,CA74773L3011,
HLGAF,CA43556C6062,
XRXCF,CA98412T1021,
CLH,US1844961078,
VI,,No best match available
LOCK,,No best match available
ANFI,,No best match available
SMEYF,CA83172K1030,
CAME,,No best match available
CFPZF,CA1375761048,
PCAR1,ARDEUT111390,
HSG.,,No best match available
GNA,,No best match available
CCDBF,CA1249003098,
MCCK,US5908293054,
CADNF,CA1469001053,
SMT.Z,,No best match available
NASGF,CA66704N1096,
WSC.,,No best match available
FPL.Z,,No best match available
CBJ.1,,No best match available
BDRBF,CA0977512007,
HRLSQ,US4133532022,
AIN,US0123481089,
BRGYY,US0554342032,
AEP10,,No best match available
DWPP,US33733E8802,
USMD,,No best match available
TMG,,No best match available
TUERF,CA89784Y2096,
NDZ,,No best match available
4779B,,No best match available
CYBE,,No best match available
FKWL,US3551841022,
MITK,,No best match available
MSHFQ,US58449A1043,
AMIVF,CA04964G1000,
WES.2,,No best match available
SILU,,No best match available
UMEWF,VGG9160X1078,
SAN,US05964H1059,
CHM.B,CA1713222091,
SIC.2,,No best match available
TEAM.,,No best match available
DISK,US4524392010,
AREM,US02916V1008,
PPL7,,No best match available
VTGGF,KYG9325C1134,
MNI,US5794893033,
LDR,,No best match available
SEV,,No best match available
FULT,US3602711000,
ACO,IT0001469953,
GPRO.,,No best match available
GANS,,No best match available
CBCGQ,US1954933099,
TCGN,,No best match available
BXS,US05971J1025,
NSS.1,,No best match available
